排名,推荐层级,老药新用类型,药物,原适应症领域,原领域英文,候选靶点,拟新用细分病种,拟新用病种英文,拟新用病种大类,优先级分数,ConPLEx分数,药物内靶点排名,OpenTargets病种分数,实验类型,风险等级,文献状态,PubMed总窗计数,上市后PubMed计数,是否同原适应症领域,是否同已知靶点家族
183,第一轮候补,跨大领域老药新用,Alpelisib,肿瘤,Oncology,KCNK3,肺动脉高压,pulmonary arterial hypertension,心血管,58.13396751829902,0.36862,29,0.5006681859984753,离子通道功能,medium,PubMed pair审计未见明确报道,0,0,否,否
184,第一轮候补,跨大领域老药新用,Etravirine,感染性疾病,Infectious Disease,LYN,乳腺癌,breast cancer,实体瘤,58.04091387442311,0.29017866,10,0.4370033959002865,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,否,否
185,第一轮候补,同领域新靶点/新病种探索,Selinexor,肿瘤,Oncology,FLT3,急性髓系白血病,acute myeloid leukemia,血液肿瘤/血液病,57.90119093333333,0.30502552,8,0.8354100756215777,激酶生化/细胞,中,上市后文献有新靶点线索,8,5,是,否
186,第一轮候补,同领域同靶点家族扩展,Ribociclib Succinate,肿瘤,Oncology,PDGFRA,胃肠道间质瘤,gastrointestinal stromal tumor,实体瘤,57.897816066666664,0.28352463,47,0.8245011238749937,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,是,是
187,第一轮候补,跨大领域老药新用,Atazanavir Sulfate,感染性疾病,Infectious Disease,MMP7,乳腺癌,breast cancer,实体瘤,57.89510177205083,0.36652273,34,0.3166240461652219,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,否,否
188,第一轮候补,同领域同靶点家族扩展,Infigratinib Phosphate,肿瘤,Oncology,BTK,B细胞慢性淋巴细胞白血病,B-cell chronic lymphocytic leukemia,血液肿瘤/血液病,57.77298645158896,0.2983606,33,0.7192366719224723,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,是,是
189,第一轮候补,跨大领域老药新用,Etravirine,感染性疾病,Infectious Disease,ABL1,乳腺癌,breast cancer,实体瘤,57.458195850191885,0.2748605,14,0.4428758155640839,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,否,否
190,第一轮候补,跨大领域老药新用,Infigratinib Phosphate,肿瘤,Oncology,SLC12A1,慢性肾病,chronic kidney disease,肾脏,57.277473745861634,0.3096633,30,0.4959934701864431,转运体摄取/外排,medium,PubMed pair审计未见明确报道,0,0,否,否
191,第一轮候补,跨大领域老药新用,Rilpivirine Hydrochloride,感染性疾病,Infectious Disease,BMPR1A,乳腺癌,breast carcinoma,实体瘤,57.190988003244534,0.36350212,44,0.2915950697738313,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,否,否
192,第一轮候补,跨大领域老药新用,Obeticholic Acid,其他,Other,KCNJ2,心律失常,cardiac arrhythmia,心血管,57.157461329023796,0.33827543,59,0.5202047968455021,离子通道功能,中,PubMed pair审计未见明确报道,0,0,否,否
193,第一轮候补,同领域同靶点家族扩展,Palbociclib,肿瘤,Oncology,CHEK2,乳腺癌,breast carcinoma,实体瘤,57.00018262737742,0.41528517,79,0.7090462826982556,激酶生化/细胞,medium,上市后文献有新靶点线索,4,4,是,是
194,第一轮候补,同领域同靶点家族扩展,Fulvestrant,肿瘤,Oncology,AR,前列腺癌,prostate cancer,实体瘤,57.0,0.68762946,8,0.8026045909519542,核受体/转录因子 reporter,medium,上市后文献有新靶点线索,51,18,是,是
195,第一轮候补,同领域同靶点家族扩展,Palbociclib,肿瘤,Oncology,HMGCR,结直肠癌,colorectal cancer,实体瘤,56.98578071906812,0.4782853,39,0.3555170393659904,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,是,是
196,第一轮候补,跨大领域老药新用,Diroximel Fumarate,神经/精神,Neurology/Psychiatry,SLC5A2,慢性肾病,chronic kidney disease,肾脏,56.980315437122165,0.24042521,27,0.6263913616498742,转运体摄取/外排,medium,PubMed pair审计未见明确报道,0,0,否,否
197,第一轮候补,同领域同靶点家族扩展,Osimertinib Mesylate,肿瘤,Oncology,FLT3,急性髓系白血病,acute myeloid leukemia,血液肿瘤/血液病,56.97789066666667,0.3709548,5,0.8354100756215777,激酶生化/细胞,medium,上市后文献有新靶点线索,2,2,是,是
198,第一轮候补,跨大领域老药新用,Obeticholic Acid,其他,Other,HCN4,心律失常,cardiac arrhythmia,心血管,56.88223668010904,0.3195686,65,0.5467719413381795,离子通道功能,medium,PubMed pair审计未见明确报道,0,0,否,否
199,第一轮候补,同领域同靶点家族扩展,Larotrectinib Sulfate,肿瘤,Oncology,CHEK2,乳腺癌,breast carcinoma,实体瘤,56.86329436071075,0.41235185,85,0.7090462826982556,激酶生化/细胞,medium,上市后文献有新靶点线索,1,1,是,是
200,第一轮候补,跨大领域老药新用,"Elexacaftor, Ivacaftor, Tezacaftor",呼吸,Respiratory,IDH1,食管腺癌,esophageal adenocarcinoma,实体瘤,56.83527651463035,0.36238202,2,0.278108840650238,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,否,否
201,第一轮候补,跨大领域老药新用,Siponimod,神经/精神,Neurology/Psychiatry,SLC34A2,肺鳞癌,squamous cell lung carcinoma,实体瘤,56.83382721046953,0.36092782,31,0.3699494345393864,转运体摄取/外排,medium,PubMed pair审计未见明确报道,0,0,否,否
202,第一轮候补,同领域同靶点家族扩展,Larotrectinib Sulfate,肿瘤,Oncology,HMGCR,结直肠癌,colorectal cancer,实体瘤,56.828125785734784,0.47490698,44,0.3555170393659904,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,是,是
203,第一轮候补,同领域同靶点家族扩展,Palbociclib,肿瘤,Oncology,BMPR1A,乳腺癌,breast carcinoma,实体瘤,56.560889069911205,0.52171177,2,0.2915950697738313,酶/表观遗传生化,中,PubMed pair审计未见明确报道,0,0,是,是
204,第一轮候补,同领域同靶点家族扩展,Larotrectinib Sulfate,肿瘤,Oncology,BMPR1A,乳腺癌,breast carcinoma,实体瘤,56.560889069911205,0.5180267,7,0.2915950697738313,酶/表观遗传生化,中,PubMed pair审计未见明确报道,0,0,是,是
205,第一轮候补,跨大领域老药新用,Rilpivirine Hydrochloride,感染性疾病,Infectious Disease,AKT3,乳腺癌,breast carcinoma,实体瘤,56.56005635443995,0.37209147,33,0.2012942705677015,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,否,否
206,第一轮候补,跨大领域老药新用,Dasabuvir Sodium,感染性疾病,Infectious Disease,AR,前列腺癌,prostate cancer,实体瘤,56.55684766666667,0.21193245,12,0.8026045909519542,核受体/转录因子 reporter,medium,PubMed pair审计未见明确报道,0,0,否,否
207,第一轮候补,同领域同靶点家族扩展,Palbociclib,肿瘤,Oncology,NTRK2,乳腺癌,breast carcinoma,实体瘤,56.536424711633344,0.49092203,29,0.3093361471837043,酶/表观遗传生化,中,PubMed pair审计未见明确报道,0,0,是,是
208,第一轮候补,跨领域但同靶点家族扩展,Lubiprostone,胃肠/消化,Gastroenterology,GRIA2,帕金森病,Parkinson disease,神经/精神,56.25512561114743,0.47037816,20,0.3838879175324783,离子通道功能,medium,PubMed pair审计未见明确报道,0,0,否,是
209,第一轮候补,跨领域但同靶点家族扩展,Difluprednate,内分泌/代谢,Endocrinology/Metabolic,VDR,银屑病,psoriasis,皮肤/免疫,56.135417783631546,0.3718168,7,0.6274355755688095,核受体/转录因子 reporter,medium,PubMed pair审计未见明确报道,0,0,否,是
210,第一轮候补,跨领域但同靶点家族扩展,Bempedoic Acid,心血管,Cardiovascular,TYR,黑色素瘤,melanoma,实体瘤,56.10390646840834,0.29885298,24,0.5551452178551856,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,否,是
211,第一轮候补,跨大领域老药新用,Ulipristal Acetate,内分泌/代谢,Endocrinology/Metabolic,HCN4,心律失常,cardiac arrhythmia,心血管,55.95137014677571,0.29962146,35,0.5467719413381795,离子通道功能,medium,PubMed pair审计未见明确报道,0,0,否,否
212,第一轮候补,同领域新靶点/新病种探索,Sonidegib Phosphate,肿瘤,Oncology,KCNN4,乳腺癌,breast cancer,实体瘤,55.90269837636052,0.56461996,4,0.2623421500604675,离子通道功能,中,PubMed pair审计未见明确报道,0,0,是,否
213,第一轮候补,同领域同靶点家族扩展,Osimertinib Mesylate,肿瘤,Oncology,PDGFRA,胃肠道间质瘤,gastrointestinal stromal tumor,实体瘤,55.882304733333335,0.36890653,6,0.8245011238749937,酶/表观遗传生化,medium,上市后文献有新靶点线索,1,1,是,是
214,第一轮候补,同领域同靶点家族扩展,Palbociclib,肿瘤,Oncology,PRKCB,弥漫大B细胞淋巴瘤,diffuse large B-cell lymphoma,血液肿瘤/血液病,55.85586723787859,0.49439186,27,0.3607813527946042,激酶生化/细胞,中高,PubMed pair审计未见明确报道,0,0,是,是
215,第一轮候补,跨大领域老药新用,Etravirine,感染性疾病,Infectious Disease,DDR2,胃肠道间质瘤,gastrointestinal stromal tumor,实体瘤,55.84074734990764,0.27944747,12,0.4059199444403396,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,否,否
216,第一轮候补,同领域同靶点家族扩展,Bosutinib Monohydrate,肿瘤,Oncology,KIT,黑色素瘤,melanoma,实体瘤,55.72632779550208,0.5146524,22,0.4767256798000925,激酶生化/细胞,medium,上市后文献有新靶点线索,22,18,是,是
217,第一轮候补,同领域同靶点家族扩展,Afatinib Dimaleate,肿瘤,Oncology,KIT,黑色素瘤,melanoma,实体瘤,55.72632779550208,0.64466643,3,0.4767256798000925,激酶生化/细胞,medium,上市后文献有新靶点线索,26,25,是,是
218,第一轮候补,同领域同靶点家族扩展,Cabozantinib S-Malate,肿瘤,Oncology,KIT,黑色素瘤,melanoma,实体瘤,55.72632779550208,0.65549,5,0.4767256798000925,激酶生化/细胞,medium,上市后文献有新靶点线索,41,40,是,是
219,第一轮候补,同领域同靶点家族扩展,Larotrectinib Sulfate,肿瘤,Oncology,PRKCB,弥漫大B细胞淋巴瘤,diffuse large B-cell lymphoma,血液肿瘤/血液病,55.692903037878594,0.49089977,34,0.3607813527946042,激酶生化/细胞,中高,PubMed pair审计未见明确报道,0,0,是,是
220,第一轮候补,跨大领域老药新用,Ozanimod Hydrochloride,神经/精神,Neurology/Psychiatry,RXRA,银屑病,psoriasis,皮肤/免疫,55.66839565457104,0.29642022,41,0.5852793505735276,核受体/转录因子 reporter,中,PubMed pair审计未见明确报道,0,0,否,否
221,第一轮候补,跨大领域老药新用,Doravirine And Islatravir,感染性疾病,Infectious Disease,PPARG,乳腺癌,breast carcinoma,实体瘤,55.64721598687714,0.45114926,17,0.3078629860834285,酶/表观遗传生化,medium,上市后文献有新靶点线索,1,1,否,否
222,第一轮候补,同领域新靶点/新病种探索,Larotrectinib Sulfate,肿瘤,Oncology,KEAP1,乳腺癌,breast carcinoma,实体瘤,55.625178105388486,0.5180228,16,0.2944523602394882,核受体/转录因子 reporter,medium,PubMed pair审计未见明确报道,0,0,是,否
223,第一轮候补,跨大领域老药新用,Atazanavir Sulfate,感染性疾病,Infectious Disease,SLC34A2,肺鳞癌,squamous cell lung carcinoma,实体瘤,55.58924214380286,0.33425814,53,0.3699494345393864,转运体摄取/外排,medium,PubMed pair审计未见明确报道,0,0,否,否
224,第一轮候补,跨大领域老药新用,Selexipag,心血管,Cardiovascular,SLC34A2,肺鳞癌,squamous cell lung carcinoma,实体瘤,55.47934307713619,0.33190316,25,0.3699494345393864,转运体摄取/外排,medium,PubMed pair审计未见明确报道,0,0,否,否
225,第一轮候补,跨大领域老药新用,Rilpivirine Hydrochloride,感染性疾病,Infectious Disease,YES1,乳腺癌,breast carcinoma,实体瘤,55.426479203555665,0.40368226,15,0.0853914253432148,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,否,否
226,第一轮候补,同领域新靶点/新病种探索,Enzalutamide,肿瘤,Oncology,TGFBR1,乳腺癌,breast cancer,实体瘤,55.37456855278291,0.4711668,36,0.1208941282718332,酶/表观遗传生化,中,PubMed pair审计未见明确报道,0,0,是,否
227,第一轮候补,同领域同靶点家族扩展,Selpercatinib,肿瘤,Oncology,RAF1,急性髓系白血病,acute myeloid leukemia,血液肿瘤/血液病,55.31624092147068,0.5296398,41,0.4584995965098081,激酶生化/细胞,medium,上市后文献有新靶点线索,1,1,是,是
228,第一轮候补,跨大领域老药新用,Maraviroc,感染性疾病,Infectious Disease,SLC6A4,口腔鳞癌,oral cavity squamous cell carcinoma,实体瘤,55.236499947211755,0.82454574,3,0.0105111087649668,转运体摄取/外排,medium,PubMed pair审计未见明确报道,0,0,否,否
229,第一轮候补,跨大领域老药新用,Cobicistat,未知,,SLC6A4,口腔鳞癌,oral cavity squamous cell carcinoma,实体瘤,55.236499947211755,0.60985804,26,0.0105111087649668,转运体摄取/外排,medium,PubMed pair审计未见明确报道,0,0,否,否
230,第一轮候补,跨大领域老药新用,Obeticholic Acid,其他,Other,EZH2,乳腺癌,breast cancer,实体瘤,55.17285556708907,0.375978,39,0.1760243955743292,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,否,否
231,第一轮候补,跨大领域老药新用,Lamivudine,感染性疾病,Infectious Disease,SLC34A2,肺鳞癌,squamous cell lung carcinoma,实体瘤,55.158299277136194,0.32502365,51,0.3699494345393864,转运体摄取/外排,中,PubMed pair审计未见明确报道,0,0,否,否
232,第一轮候补,同领域同靶点家族扩展,Larotrectinib Sulfate,肿瘤,Oncology,SYK,弥漫大B细胞淋巴瘤,diffuse large B-cell lymphoma,血液肿瘤/血液病,55.089796984824744,0.4351363,69,0.3163008733996184,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,是,是
233,第一轮候补,同领域同靶点家族扩展,Regorafenib,肿瘤,Oncology,RET,非小细胞肺癌,non-small cell lung carcinoma,实体瘤,55.07091672427039,0.37561595,7,0.7055780321897952,激酶生化/细胞,medium,上市后文献有新靶点线索,33,32,是,是
234,第一轮候补,跨领域但同靶点家族扩展,Fostamatinib Disodium,免疫/炎症,Immunology/Inflammation,KIT,黑色素瘤,melanoma,实体瘤,54.91160586216874,0.28968453,16,0.4767256798000925,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,否,是
235,第一轮候补,跨领域但同靶点家族扩展,Fedratinib Hydrochloride,免疫/炎症,Immunology/Inflammation,KDR,肝细胞癌,hepatocellular carcinoma,实体瘤,54.81633132357533,0.27641872,11,0.6777833062329777,酶/表观遗传生化,中高,PubMed pair审计未见明确报道,0,0,否,是
236,第一轮候补,同领域同靶点家族扩展,Ribociclib Succinate,肿瘤,Oncology,EPHA3,肝细胞癌,hepatocellular carcinoma,实体瘤,54.815030893278,0.51516056,5,0.2140013730345777,酶/表观遗传生化,中,PubMed pair审计未见明确报道,0,0,是,是
237,第一轮候补,同领域同靶点家族扩展,Ribociclib Succinate,肿瘤,Oncology,HCK,乳腺癌,breast cancer,实体瘤,54.75966731566345,0.53576016,1,0.4337629918072645,激酶生化/细胞,high,PubMed pair审计未见明确报道,0,0,是,是
238,第一轮候补,跨领域但同靶点家族扩展,Palbociclib,肿瘤,Oncology,TGFBR1,乳腺癌,breast carcinoma,实体瘤,54.71332552863559,0.51825565,13,0.076147801272693,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,否,是
239,第一轮候补,跨领域但同靶点家族扩展,Larotrectinib Sulfate,肿瘤,Oncology,TGFBR1,乳腺癌,breast carcinoma,实体瘤,54.71332552863559,0.514595,18,0.076147801272693,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,否,是
240,第一轮候补,跨大领域老药新用,Doravirine,未知,,VDR,乳腺癌,breast carcinoma,实体瘤,54.65744717540495,0.5773978,2,0.118108763351331,核受体/转录因子 reporter,medium,PubMed pair审计未见明确报道,0,0,否,否
241,第一轮候补,跨大领域老药新用,Dronabinol,胃肠/消化,Gastroenterology,KCNMA1,精神分裂症,schizophrenia,神经/精神,54.59319342889222,0.61131656,10,0.0708085968396544,离子通道功能,medium,PubMed pair审计未见明确报道,0,0,否,否
242,第一轮候补,同领域新靶点/新病种探索,Sonidegib Phosphate,肿瘤,Oncology,SRD5A2,前列腺癌,prostate cancer,实体瘤,54.52338054481664,0.23557541,65,0.5716975442140728,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,是,否
243,第一轮候补,跨领域但同靶点家族扩展,Larotrectinib Sulfate,肿瘤,Oncology,MAP2K2,心肌梗死,myocardial infarction,心血管,54.494775030459145,0.50026643,28,0.0219900013537397,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,否,是
244,第一轮候补,同领域同靶点家族扩展,Selpercatinib,肿瘤,Oncology,MAP2K2,乳腺癌,breast carcinoma,实体瘤,54.41077191136566,0.56307423,24,0.284923196060696,激酶生化/细胞,中高,PubMed pair审计未见明确报道,0,0,是,是
245,第一轮候补,同领域同靶点家族扩展,Tucatinib,肿瘤,Oncology,KIT,黑色素瘤,melanoma,实体瘤,54.385978062168746,0.47127822,3,0.4767256798000925,激酶生化/细胞,high,PubMed pair审计未见明确报道,0,0,是,是
246,第一轮候补,跨大领域老药新用,Varenicline Tartrate,肿瘤,Oncology,CACNA1H,癫痫,epilepsy,神经/精神,54.301013044249444,0.23206626,2,0.6135372256703459,离子通道功能,中,PubMed pair审计未见明确报道,0,0,否,否
247,第一轮候补,同领域同靶点家族扩展,Dexmethylphenidate Hydrochloride,神经/精神,Neurology/Psychiatry,SLC6A1,精神分裂症,schizophrenia,神经/精神,54.294763974410984,0.51291984,6,0.2797672877515993,转运体摄取/外排,medium,PubMed pair审计未见明确报道,0,0,是,是
248,第一轮候补,跨大领域老药新用,Bempedoic Acid,心血管,Cardiovascular,SLC34A2,肺鳞癌,squamous cell lung carcinoma,实体瘤,54.121402810469526,0.30280444,20,0.3699494345393864,转运体摄取/外排,medium,PubMed pair审计未见明确报道,0,0,否,否
249,第一轮候补,同领域同靶点家族扩展,Regorafenib,肿瘤,Oncology,KIT,黑色素瘤,melanoma,实体瘤,54.055521128835416,0.464197,2,0.4767256798000925,激酶生化/细胞,medium,上市后文献有新靶点线索,172,170,是,是
250,第一轮候补,同领域新靶点/新病种探索,Fulvestrant,肿瘤,Oncology,EZH2,乳腺癌,breast cancer,实体瘤,54.04818730042241,0.41616368,86,0.1760243955743292,酶/表观遗传生化,中,PubMed pair审计未见明确报道,0,0,是,否
251,第一轮候补,同领域同靶点家族扩展,Selpercatinib,肿瘤,Oncology,NTRK2,乳腺癌,breast carcinoma,实体瘤,53.96006331163335,0.5287762,43,0.3093361471837043,酶/表观遗传生化,中高,PubMed pair审计未见明确报道,0,0,是,是
252,第一轮候补,跨大领域老药新用,Fosnetupitant Chloride Hydrochloride,胃肠/消化,Gastroenterology,KCNK3,肺动脉高压,pulmonary arterial hypertension,心血管,53.777700451632356,0.27527142,11,0.5006681859984753,离子通道功能,medium,PubMed pair审计未见明确报道,0,0,否,否
253,第一轮候补,同领域新靶点/新病种探索,Siponimod,神经/精神,Neurology/Psychiatry,SLC6A1,精神分裂症,schizophrenia,神经/精神,53.73640690774432,0.40232092,18,0.2797672877515993,转运体摄取/外排,中,PubMed pair审计未见明确报道,0,0,是,否
254,第一轮候补,跨大领域老药新用,Doravirine,未知,,PGR,子宫内膜癌,endometrial cancer,实体瘤,53.717982246069724,0.33634454,52,0.4157883131586546,核受体/转录因子 reporter,中,PubMed pair审计未见明确报道,0,0,否,否
255,第一轮候补,跨领域但同靶点家族扩展,Trifarotene,肿瘤,Oncology,VDR,银屑病,psoriasis,皮肤/免疫,53.63710938363154,0.31828162,41,0.6274355755688095,核受体/转录因子 reporter,medium,PubMed pair审计未见明确报道,0,0,否,是
256,第一轮候补,同领域新靶点/新病种探索,Atropine,神经/精神,Neurology/Psychiatry,GABRA1,双相障碍,bipolar disorder,免疫/炎症,53.330122603895205,0.6090317,55,0.4146721157286756,离子通道功能,medium,上市后文献有新靶点线索,1,1,是,否
257,第一轮候补,同领域同靶点家族扩展,Trifarotene,肿瘤,Oncology,ESR1,乳腺癌,breast cancer,实体瘤,53.30163170581969,0.4517688,9,0.7356631572956897,核受体/转录因子 reporter,high,PubMed pair审计未见明确报道,0,0,是,是
258,第一轮候补,同领域同靶点家族扩展,Ribociclib Succinate,肿瘤,Oncology,FLT3,急性髓系白血病,acute myeloid leukemia,血液肿瘤/血液病,53.296914533333336,0.29207674,46,0.8354100756215777,激酶生化/细胞,medium,上市后文献有新靶点线索,1,1,是,是
259,第一轮候补,跨大领域老药新用,Darunavir,感染性疾病,Infectious Disease,SLC34A2,肺鳞癌,squamous cell lung carcinoma,实体瘤,53.09764487713619,0.28086677,37,0.3699494345393864,转运体摄取/外排,中,PubMed pair审计未见明确报道,0,0,否,否
260,第一轮候补,跨大领域老药新用,Rilpivirine Hydrochloride,感染性疾病,Infectious Disease,SRC,乳腺癌,breast carcinoma,实体瘤,53.01499476216934,0.3700447,35,0.3146477968371557,激酶生化/细胞,medium,上市后文献有新靶点线索,4,4,否,否
261,第一轮候补,同领域同靶点家族扩展,Infigratinib Phosphate,肿瘤,Oncology,ABL1,急性髓系白血病,acute myeloid leukemia,血液肿瘤/血液病,52.98885378030247,0.39825457,14,0.4327543931986286,激酶生化/细胞,中高,PubMed pair审计未见明确报道,0,0,是,是
262,第一轮候补,同领域同靶点家族扩展,Enzalutamide,肿瘤,Oncology,NR3C1,浆细胞骨髓瘤,plasma cell myeloma,血液肿瘤/血液病,52.98825333951291,0.51879096,10,0.6217001484227961,核受体/转录因子 reporter,medium,上市后文献有新靶点线索,67,67,是,是
263,第一轮候补,跨大领域老药新用,Etravirine,感染性疾病,Infectious Disease,EPHA3,肝细胞癌,hepatocellular carcinoma,实体瘤,52.975260559944665,0.31057635,3,0.2140013730345777,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,否,否
264,第一轮候补,同领域同靶点家族扩展,Lacosamide,神经/精神,Neurology/Psychiatry,GABRA1,双相障碍,bipolar disorder,免疫/炎症,52.80845567056187,0.44596428,71,0.4146721157286756,离子通道功能,medium,PubMed pair审计未见明确报道,0,0,是,是
265,第一轮候补,同领域同靶点家族扩展,Neratinib Maleate,肿瘤,Oncology,PDGFRB,乳腺癌,breast cancer,实体瘤,52.800329130246084,0.4179164,7,0.4280398724553814,酶/表观遗传生化,中高,PubMed pair审计未见明确报道,0,0,是,是
266,第一轮候补,跨大领域老药新用,Fulvestrant,肿瘤,Oncology,TRPV3,银屑病,psoriasis,皮肤/免疫,52.74415540264245,0.4646372,58,0.0619741956729978,离子通道功能,medium,PubMed pair审计未见明确报道,0,0,否,否
267,第一轮候补,同领域同靶点家族扩展,Tucatinib,肿瘤,Oncology,RET,非小细胞肺癌,non-small cell lung carcinoma,实体瘤,52.58187585760372,0.32227936,9,0.7055780321897952,激酶生化/细胞,medium,上市后文献有新靶点线索,2,2,是,是
268,第一轮候补,跨领域但同靶点家族扩展,Mifepristone,内分泌/代谢,Endocrinology/Metabolic,ESR1,乳腺癌,breast cancer,实体瘤,52.55242103915302,0.635198,7,0.7356631572956897,核受体/转录因子 reporter,high,上市后文献有新靶点线索,104,62,否,是
269,第一轮候补,同领域同靶点家族扩展,Selpercatinib,肿瘤,Oncology,AKT3,乳腺癌,breast carcinoma,实体瘤,52.529121087773284,0.6164986,6,0.2012942705677015,激酶生化/细胞,中高,PubMed pair审计未见明确报道,0,0,是,是
270,第一轮候补,同领域新靶点/新病种探索,Diroximel Fumarate,神经/精神,Neurology/Psychiatry,SCN2A,癫痫,epilepsy,神经/精神,52.24549066457201,0.2098391,50,0.7016147850920893,离子通道功能,medium,PubMed pair审计未见明确报道,0,0,是,否
271,第一轮候补,跨大领域老药新用,Boceprevir,感染性疾病,Infectious Disease,SLC34A2,肺鳞癌,squamous cell lung carcinoma,实体瘤,52.15486061046953,0.26066425,73,0.3699494345393864,转运体摄取/外排,medium,PubMed pair审计未见明确报道,0,0,否,否
272,第一轮候补,同领域同靶点家族扩展,Bosutinib Monohydrate,肿瘤,Oncology,SRC,乳腺癌,breast carcinoma,实体瘤,52.079575428836,0.82197374,8,0.3146477968371557,激酶生化/细胞,medium,上市后文献有新靶点线索,186,153,是,是
273,第一轮候补,同领域同靶点家族扩展,Ribociclib Succinate,肿瘤,Oncology,SRC,乳腺癌,breast carcinoma,实体瘤,52.079575428836,0.51296085,6,0.3146477968371557,激酶生化/细胞,medium,上市后文献有新靶点线索,1,1,是,是
274,第一轮候补,跨大领域老药新用,Etravirine,感染性疾病,Infectious Disease,FYN,乳腺癌,breast cancer,实体瘤,51.76788395727866,0.30569667,6,0.1260165640271999,激酶生化/细胞,medium,PubMed pair审计未见明确报道,0,0,否,否
275,第一轮候补,同领域同靶点家族扩展,Trifarotene,肿瘤,Oncology,PPARG,乳腺癌,breast carcinoma,实体瘤,51.65289438687714,0.45127094,10,0.3078629860834285,酶/表观遗传生化,中高,PubMed pair审计未见明确报道,0,0,是,是
276,第一轮候补,同领域同靶点家族扩展,Selpercatinib,肿瘤,Oncology,FGFR1,乳腺癌,breast carcinoma,实体瘤,51.53032517194626,0.5090451,56,0.334681118753167,酶/表观遗传生化,medium,上市后文献有新靶点线索,4,4,是,是
277,第一轮候补,跨大领域老药新用,Rilpivirine Hydrochloride,感染性疾病,Infectious Disease,EPAS1,肺鳞癌,squamous cell lung carcinoma,实体瘤,51.488588147884016,0.48374715,2,0.2776468658318822,核受体/转录因子 reporter,high,PubMed pair审计未见明确报道,0,0,否,否
278,第一轮候补,跨大领域老药新用,Etravirine,感染性疾病,Infectious Disease,EPHA2,乳腺癌,breast cancer,实体瘤,51.47341121906372,0.31057635,1,0.1472525134398691,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,否,否
279,第一轮候补,跨领域但同靶点家族扩展,Obeticholic Acid,其他,Other,ESR1,乳腺癌,breast cancer,实体瘤,51.422904305819685,0.47579607,9,0.7356631572956897,核受体/转录因子 reporter,high,上市后文献有新靶点线索,1,1,否,是
280,第一轮候补,跨领域但同靶点家族扩展,Difluprednate,内分泌/代谢,Endocrinology/Metabolic,RARG,银屑病,psoriasis,皮肤/免疫,51.21012107345414,0.28392765,50,0.5908221069683322,核受体/转录因子 reporter,medium,PubMed pair审计未见明确报道,0,0,否,是
281,第一轮候补,跨大领域老药新用,Arformoterol Tartrate,呼吸,Respiratory,KCNK3,肺动脉高压,pulmonary arterial hypertension,心血管,51.15062471829903,0.21897694,7,0.5006681859984753,离子通道功能,中,PubMed pair审计未见明确报道,0,0,否,否
282,第一轮候补,跨大领域老药新用,Nitisinone,肿瘤,Oncology,TRPV3,银屑病,psoriasis,皮肤/免疫,51.13966206930912,0.4302552,43,0.0619741956729978,离子通道功能,medium,PubMed pair审计未见明确报道,0,0,否,否
283,第一轮候补,跨领域但同靶点家族扩展,Fostamatinib Disodium,免疫/炎症,Immunology/Inflammation,FLT1,慢性肾病,chronic kidney disease,肾脏,51.08906786805461,0.44078693,3,0.0378819763579827,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,否,是
284,第一轮候补,跨大领域老药新用,Conivaptan Hydrochloride,胃肠/消化,Gastroenterology,TEK,,,心血管,51.04367666666667,0.3723645,5,0.0,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,否,否
285,第一轮候补,跨领域但同靶点家族扩展,Obeticholic Acid,其他,Other,AR,前列腺癌,prostate cancer,实体瘤,50.935818133333335,0.43433896,13,0.8026045909519542,核受体/转录因子 reporter,high,上市后文献有新靶点线索,1,1,否,是
286,第一轮候补,跨大领域老药新用,Netupitant,肿瘤,Oncology,TGFBR1,乳腺癌,breast carcinoma,实体瘤,50.91612586196892,0.33291715,28,0.076147801272693,酶/表观遗传生化,medium,PubMed pair审计未见明确报道,0,0,否,否
