drug_id,name,smiles,native_feature_index,gene_symbol,drug_to_target_logit,target_to_drug_logit,ours_rank,evidence,dtiam_probability,dtiam_rank,drugclip_score,drugclip_max_mean_cosine,winning_pocket,winning_pocket_fold_cosine_std,fold_0_rank,fold_1_rank,fold_2_rank,fold_3_rank,fold_4_rank,fold_5_rank,fold_top20_count,drugclip_cosine_rank,drugclip_rank,drugclip_pocket_route,models_in_top20
VWUXBMIQPBEWFH-WCCTWKNTSA-N,fulvestrant,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,176558,LYVE1,3.6432583,4.3696404,1,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.42469922,229,-0.47443235,-0.05545202,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.1706314,471,529,710,305,596,706,0,635,611,DTWG,1
UREBDLICKHMUKA-CXSFZGCWSA-N,dexamethasone,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,169098,LYVE1,2.2382145,3.8770328,2,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.50098616,186,0.37792757,0.10966999,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.13300744,562,196,422,304,48,483,0,373,377,DTWG,1
UREBDLICKHMUKA-DVTGEIKXSA-N,betamethasone,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,174844,LYVE1,1.6422557,3.3042939,3,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.50098616,187,0.4126202,0.11790671,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.16233377,537,201,381,237,70,500,0,358,365,DTWG,1
UXNXMBYCBRBRFD-MUUNZHRXSA-N,berotralstat,N#Cc1cccc([C@@H](NCC2CC2)c2ccc(F)c(NC(=O)c3cc(C(F)(F)F)nn3-c3cccc(CN)c3)c2)c1,238134,LYVE1,1.1340795,1.9966964,4,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.79907644,53,-0.74901783,-0.1068579,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.12810332,606,709,593,553,698,550,0,679,662,DTWG,1
GFNANZIMVAIWHM-OBYCQNJPSA-N,triamcinolone,C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,176170,LYVE1,-1.4293371,1.0870256,5,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.52005357,176,0.7846085,0.18025638,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.1536156,488,98,339,180,74,393,0,243,247,DTWG,1
HHZIURLSWUIHRB-UHFFFAOYSA-N,nilotinib,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,206290,LYVE1,-3.0746582,1.0108068,6,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.88363385,15,-2.3102984,-0.37885424,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.111399174,720,719,718,720,720,720,0,720,720,DTWG,2
VPPJLAIAVCUEMN-GFCCVEGCSA-N,lacosamide,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,119827,LYVE1,0.3990924,0.7339628,7,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.111022405,637,1.2843806,0.25616035,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.064404264,51,171,280,271,197,137,0,137,125,DTWG,1
PHXJVRSECIGDHY-UHFFFAOYSA-N,ponatinib,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,194505,LYVE1,-2.6176684,0.5121886,8,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.8933027,10,-1.2110153,-0.19334967,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.16195805,602,720,664,617,706,705,0,710,704,DTWG,2
FNHKPVJBJVTLMP-UHFFFAOYSA-N,regorafenib,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,104154,LYVE1,-3.8928778,0.49603373,9,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.726145,77,-0.8554972,-0.12679219,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.0798164,581,687,569,705,671,682,0,690,680,DTWG,1
MLDQJTXFUGDVEO-UHFFFAOYSA-N,sorafenib,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,104155,LYVE1,-4.2128997,0.32720038,10,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.6874117,92,-0.6597455,-0.09014499,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.08184812,525,677,505,690,644,662,0,665,643,DTWG,1
VNFPBHJOKIVQEB-UHFFFAOYSA-N,clotrimazole,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,218767,LYVE1,0.007349856,0.08695826,11,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.31205878,310,-0.82542646,-0.078436755,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.0678855,612,681,649,672,665,578,0,657,677,DTWG,1
RZEKVGVHFLEQIL-UHFFFAOYSA-N,celecoxib,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,192052,LYVE1,-0.35284087,-0.37860012,12,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.33598536,297,1.4141101,0.27673432,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.10569122,256,137,30,261,341,42,0,110,99,DTWG,1
NSQSAUGJQHDYNO-UHFFFAOYSA-N,tazemetostat,CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,64878,LYVE1,-1.0234021,-1.0550354,13,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.9224238,1,-0.026196817,0.03891482,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.09977891,574,446,260,476,686,213,0,495,495,DTWG,2
FAEKWTJYAYMJKF-QHCPKHFHSA-N,repaglinide,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,73344,LYVE1,-1.1039581,-1.2103522,14,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.29842675,319,0.16835335,0.06488561,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.066775076,635,477,410,332,337,455,0,460,446,DTWG,1
YTFHCXIPDIHOIA-DHZHZOJOSA-N,palovarotene,CC1(C)CCC(C)(C)c2cc(Cn3cccn3)c(/C=C/c3ccc(C(=O)O)cc3)cc21,43332,LYVE1,-1.8995829,-1.9800533,15,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.6441464,113,-1.15303,-0.13039182,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.08207708,708,648,695,651,633,631,0,692,700,DTWG,1
VGKDLMBJGBXTGI-SJCJKPOMSA-N,sertraline,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,108075,LYVE1,-2.9314916,-2.4276264,16,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.2366717,387,0.3456472,0.09807726,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.11682907,150,405,488,435,503,451,0,402,392,DTWG,1
VOVZXURTCKPRDQ-CQSZACIVSA-N,asciminib,O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2ccn[nH]2)c1,278301,LYVE1,-3.3956804,-2.7218504,17,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.837441,36,-0.38928208,-0.039510805,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.09595486,516,586,531,548,461,523,0,619,591,DTWG,1
VOVIALXJUBGFJZ-KWVAZRHASA-N,budesonide,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,53246,LYVE1,-7.080282,-2.9355485,18,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.15669431,514,-0.08129684,0.019619226,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.15431553,624,308,646,450,55,625,0,521,511,DTWG,1
XPOQHMRABVBWPR-ZDUSSCGKSA-N,efavirenz,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,294060,LYVE1,-3.0228913,-3.0896435,19,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.22874726,394,0.43311107,0.121156394,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.101758495,338,597,459,322,379,179,0,348,355,DTWG,1
KTUFNOKKBVMGRW-UHFFFAOYSA-N,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,197500,LYVE1,-5.6862617,-3.2566156,20,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.66617537,102,-1.5037084,-0.2454077,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.17335588,674,716,687,624,718,697,0,716,714,DTWG,1
KTEIFNKAUNYNJU-GFCCVEGCSA-N,crizotinib,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,166835,LYVE1,-5.158817,-3.4236183,21,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.8284927,40,0.30310813,0.10053905,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.089082606,580,423,506,513,240,298,0,394,404,DTWG,0
VWVSBHGCDBMOOT-IIEHVVJPSA-N,desoximetasone,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,169112,LYVE1,-5.0719423,-3.5935314,22,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.5190575,177,0.55139804,0.13659643,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.13394807,475,180,397,297,57,467,0,322,317,DTWG,0
KIHYPELVXPAIDH-HNSNBQBZSA-N,siponimod,CCc1cc(/C(C)=N/OCc2ccc(C3CCCCC3)c(C(F)(F)F)c2)ccc1CN1CC(C(=O)O)C1,80269,LYVE1,-3.4341526,-3.6406248,23,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.68562776,94,-0.60963607,-0.08076387,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.10267814,613,671,675,537,481,673,0,659,634,DTWG,0
AILRADAXUVEEIR-UHFFFAOYSA-N,brigatinib,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,128985,LYVE1,-5.4829507,-3.7204204,24,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.9118059,6,-0.3178177,0.0020656015,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.09654679,586,450,318,642,632,503,0,555,568,DTWG,1
WINHZLLDWRZWRT-ATVHPVEESA-N,sunitinib,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,63677,LYVE1,-5.8993964,-3.7691193,25,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.5881583,139,0.7159756,0.16740744,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.036605444,348,300,256,368,333,258,0,268,270,DTWG,0
KKGQTZUTZRNORY-UHFFFAOYSA-N,fingolimod,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,55053,LYVE1,-3.802054,-3.8118846,26,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.124270156,595,1.3453299,0.28523052,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.1163075,58,187,286,81,288,146,0,100,116,DTWG,0
ATALOFNDEOCMKK-OITMNORJSA-N,aprepitant;fosaprepitant,C[C@@H](O[C@H]1OCCN(Cc2nc(=O)[nH][nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,166729,LYVE1,-3.6636965,-3.8278792,27,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.4615607,205,-0.05155313,0.044292852,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.16354388,285,323,335,196,560,598,0,490,504,DTWG,0
IAVUPMFITXYVAF-XPUUQOCRSA-N,dorzolamide,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,67439,LYVE1,-4.335946,-3.8400218,28,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.22566102,396,1.6716585,0.3175793,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.050556995,121,64,85,68,104,107,0,69,61,DTWG,0
IAKHMKGGTNLKSZ-INIZCTEOSA-N,colchicine,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,134420,LYVE1,-4.1380134,-4.0001063,29,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.14045453,555,-0.80750126,-0.07559397,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.07971662,716,543,623,614,646,650,0,655,674,DTWG,0
VCSUIBJKYCVWNF-NRFANRHFSA-N,vanzacaftor,CC1(C)C[C@@H]2CCCNc3cccc(n3)S(=O)(=O)NC(=O)c3ccc(-n4ccc(OCCC5C6(CC6)C56CC6)n4)nc3N1C2,44136,LYVE1,-4.02707,-4.137981,30,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.9126663,4,-0.85612965,-0.1269106,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.06367991,639,669,518,694,638,622,0,691,681,DTWG,1
NEQYWYXGTJDAKR-JTQLQIEISA-N,olutasidenib,C[C@H](Nc1ccc(C#N)n(C)c1=O)c1cc2cc(Cl)ccc2[nH]c1=O,172253,LYVE1,-4.309399,-4.208756,31,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.34509537,291,0.25546455,0.08119393,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.12648824,561,130,243,545,350,487,0,430,418,DTWG,0
BTBHLEZXCOBLCY-QGZVFWFLSA-N,finerenone,CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,75572,LYVE1,-4.7474356,-4.2229104,32,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.77976,58,0.09280346,0.06718656,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.074874915,284,507,573,465,557,394,0,451,468,DTWG,0
VFBILHPIHUPBPZ-UHFFFAOYSA-N,difamilast,CCOc1ccccc1C(=O)NCc1coc(-c2ccc(OC(F)F)c(OC(C)C)c2)n1,75190,LYVE1,-4.106787,-4.287589,33,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.32807884,302,-0.4823151,-0.024022257,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.10846896,688,636,631,327,585,571,0,598,613,DTWG,0
MWLSOWXNZPKENC-UHFFFAOYSA-N,zileuton,CC(c1cc2ccccc2s1)N(O)C(N)=O,41730,LYVE1,-4.5815897,-4.28817,34,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.33356947,299,0.23953484,0.07821169,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.14053665,103,540,228,507,494,544,0,438,426,DTWG,0
JFOZKMSJYSPYLN-QHCPKHFHSA-N,lifitegrast,CS(=O)(=O)c1cccc(C[C@H](NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)O)c1,163468,LYVE1,-4.2555504,-4.3428006,35,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.62184423,123,0.17341657,0.06583351,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.11191703,417,475,87,512,420,410,0,457,443,DTWG,0
NDDAHWYSQHTHNT-UHFFFAOYSA-N,indapamide,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,48759,LYVE1,-4.3365774,-4.4056683,36,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.44969058,217,2.6866078,0.47854146,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.10327851,3,18,7,175,4,7,5,9,5,DTWG,1
WAXQNWCZJDTGBU-UHFFFAOYSA-N,fosnetupitant;netupitant,Cc1ccccc1-c1cc(N2CCN(C)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,204426,LYVE1,-4.4858756,-4.406202,37,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.7091765,85,-0.31027088,0.0032624602,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.08020495,545,550,590,423,662,524,0,552,565,DTWG,0
XRVDGNKRPOAQTN-FQEVSTJZSA-N,ozanimod,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4NCCO)no2)cc1C#N,35347,LYVE1,-4.349815,-4.410232,38,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.7674843,63,0.4246045,0.11285908,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.1158876,192,361,440,167,410,429,0,368,359,DTWG,0
BPQMGSKTAYIVFO-UHFFFAOYSA-N,vismodegib,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,163010,LYVE1,-4.550904,-4.418351,39,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.3792466,267,1.3844368,0.27202842,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.08931919,416,63,147,120,167,121,0,119,107,DTWG,0
JIVPVXMEBJLZRO-UHFFFAOYSA-N,chlorthalidone,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,249068,LYVE1,-4.8280783,-4.4408274,40,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.40622336,248,1.6733333,0.3178449,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.076201126,79,95,17,267,131,106,1,68,59,DTWG,0
WRFHGDPIDHPWIQ-UHFFFAOYSA-N,sparsentan,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2S(=O)(=O)Nc2noc(C)c2C)c(COCC)c1,53705,LYVE1,-4.55493,-4.4913344,41,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.63731676,117,-0.7915934,-0.0730711,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.086477906,506,701,572,635,669,611,0,652,671,DTWG,0
PDWUPXJEEYOOTR-UHFFFAOYSA-N,3-iodobenzylguanidine,N=C(N)NCc1cccc(I)c1,240082,LYVE1,-4.625961,-4.5162306,42,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.17863673,476,0.58047795,0.14204055,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.16966297,71,595,447,272,246,495,0,310,307,DTWG,0
LXBIFEVIBLOUGU-DPYQTVNSSA-N,migalastat,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,303804,LYVE1,-4.6884456,-4.5461655,43,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.13473977,568,-0.1672554,0.0020553982,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.053230308,539,420,301,583,579,577,0,556,533,DTWG,0
IDUYJRXRDSPPRC-NRFANRHFSA-N,oteseconazole,O[C@@](Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(-c2ccc(OCC(F)(F)F)cc2)cn1,304487,LYVE1,-4.342415,-4.58005,44,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.4614101,206,0.0014565656,0.03364042,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.11730356,671,399,475,126,527,206,0,505,490,DTWG,0
DTGLZDAWLRGWQN-UHFFFAOYSA-N,prasugrel,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,19541,LYVE1,-4.520157,-4.612646,45,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.20032085,431,0.3961082,0.11528806,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.066374674,392,421,219,387,312,464,0,362,372,DTWG,0
WOXKDUGGOYFFRN-IIBYNOLFSA-N,tadalafil,CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,97020,LYVE1,-4.863883,-4.6166444,46,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.5628767,153,-0.3238953,0.001101744,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.07709495,466,582,294,636,616,668,0,558,570,DTWG,0
LKJPYSCBVHEWIU-UHFFFAOYSA-N,bicalutamide,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,41106,LYVE1,-4.6404824,-4.6475525,47,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.20722888,416,0.9045891,0.20271827,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.12012288,481,68,217,371,260,190,0,213,216,DTWG,0
ZBBHBTPTTSWHBA-UHFFFAOYSA-N,nicardipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,110303,LYVE1,-4.9882364,-4.7666845,48,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.2593479,357,0.04335218,0.04148381,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.108379416,504,436,601,555,412,235,0,493,478,DTWG,0
QCZAWDGAVJMPTA-RNFRBKRXSA-N,vorasidenib,C[C@@H](Nc1nc(N[C@H](C)C(F)(F)F)nc(-c2cccc(Cl)n2)n1)C(F)(F)F,166198,LYVE1,-4.87356,-4.8060994,49,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.32941616,300,1.0905813,0.22542547,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.10572022,442,334,179,102,146,186,0,169,165,DTWG,0
YQNWZWMKLDQSAC-UHFFFAOYSA-N,vortioxetine,Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,199744,LYVE1,-7.2862487,-4.8590136,50,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.25478625,366,0.19442168,0.08330233,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.0615037,263,367,385,638,421,506,0,425,437,DTWG,0
RJCWBNBKOKFWNY-IDPLTSGASA-N,omaveloxolone,CC1(C)CC[C@]2(NC(=O)C(C)(F)F)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,43799,LYVE1,-4.9077406,-4.98872,51,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.36384615,283,0.098210834,0.06804412,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.09422135,418,389,653,284,499,395,0,448,466,DTWG,0
