drug_id,name,smiles,native_feature_index,gene_symbol,drug_to_target_logit,target_to_drug_logit,ours_rank,evidence,dtiam_probability,dtiam_rank,drugclip_score,drugclip_max_mean_cosine,winning_pocket,winning_pocket_fold_cosine_std,fold_0_rank,fold_1_rank,fold_2_rank,fold_3_rank,fold_4_rank,fold_5_rank,fold_top20_count,drugclip_cosine_rank,drugclip_rank,drugclip_pocket_route,models_in_top20
DKULOVKANLVDEA-UHFFFAOYSA-N,aprocitentan,NS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,248793,LYVE1,-7.0754366,-7.8132377,177,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.36797836,277,0.8167466,0.18199766,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.12971424,74,629,225,331,205,239,0,237,235,DTWG,0
QZFHIXARHDBPBY-UHFFFAOYSA-N,vericiguat,COC(=O)Nc1c(N)nc(-c2nn(Cc3ccccc3F)c3ncc(F)cc23)nc1N,111464,LYVE1,-7.386834,-7.8227987,178,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.655805,111,-0.2177134,0.017941272,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.069136664,572,613,655,534,402,497,0,529,546,DTWG,0
SFNSLLSYNZWZQG-VQIMIIECSA-N,glasdegib,CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1,101335,LYVE1,-7.8674254,-7.8248754,179,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.40765694,247,2.0579095,0.41863444,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.0771994,55,71,13,173,59,14,2,23,28,DTWG,0
CYQFCXCEBYINGO-IAGOWNOFSA-N,dronabinol,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,56090,LYVE1,-7.306425,-7.869451,180,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.1805436,472,0.99187815,0.209772,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.12810151,289,433,470,143,186,77,0,196,183,DTWG,0
UJVDJAPJQWZRFR-DHIUTWEWSA-N,macimorelin,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)NC=O,26477,LYVE1,-7.563737,-7.8734345,181,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.3715825,275,0.5882921,0.14350347,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.059910104,474,416,105,365,418,256,0,306,305,DTWG,0
OEXHQOGQTVQTAT-JRNQLAHRSA-N,ipratropium,CC(C)[N@@+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,37140,LYVE1,-7.1853123,-7.889266,182,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.1570102,512,1.5768638,0.3285766,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.11038757,92,69,95,82,60,54,0,59,69,DTWG,0
UHTHHESEBZOYNR-UHFFFAOYSA-N,vandetanib,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,133267,LYVE1,-9.521717,-7.893243,183,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.177618,477,0.4292261,0.12054027,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.084280424,99,478,261,523,377,283,0,350,357,DTWG,0
HPHUVLMMVZITSG-LURJTMIESA-N,levetiracetam,CC[C@@H](C(N)=O)N1CCCC1=O,76517,LYVE1,-6.9763117,-7.933566,184,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.11897414,611,0.16319163,0.07834951,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.062230483,502,345,417,530,545,311,0,436,449,DTWG,0
HBOMLICNUCNMMY-XLPZGREQSA-N,zidovudine,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,206482,LYVE1,-7.0668364,-7.9432993,185,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.25131404,371,0.8103492,0.18098308,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.116978444,457,285,79,123,338,541,0,241,238,DTWG,0
MAEIEVLCKWDQJH-UHFFFAOYSA-N,bumetanide,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,56899,LYVE1,-7.8092446,-8.002586,186,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.36417437,281,-0.1618281,0.0268042,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.118867524,328,580,239,500,439,635,0,512,530,DTWG,0
ZISJNXNHJRQYJO-CMDGGOBGSA-N,tapinarof,CC(C)c1c(O)cc(/C=C/c2ccccc2)cc1O,37246,LYVE1,-7.1388297,-8.0033245,187,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.24353564,381,0.9097196,0.20367877,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.10655845,216,364,322,386,239,84,0,211,215,DTWG,0
URKOMYMAXPYINW-UHFFFAOYSA-N,quetiapine,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,303382,LYVE1,-7.5406,-8.017773,188,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.19518124,436,0.8871342,0.19316052,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.11792008,123,359,317,159,318,78,0,227,223,DTWG,0
FDLYAMZZIXQODN-UHFFFAOYSA-N,olaparib,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,287171,LYVE1,-7.2314367,-8.019183,189,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.47737053,198,0.57501805,0.1436616,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.05563717,430,162,302,302,274,317,0,305,309,DTWG,0
OYTKINVCDFNREN-UHFFFAOYSA-N,amifampridine,Nc1ccncc1N,256404,LYVE1,-7.5732245,-8.104219,190,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.120836884,606,-0.3123118,-0.025100999,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.09179549,480,627,253,594,635,676,0,600,566,DTWG,0
AURFZBICLPNKBZ-SYBPFIFISA-N,brexanolone,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,19676,LYVE1,-8.23343,-8.108191,191,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.10680895,648,0.6648546,0.15783693,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.13948466,210,240,594,320,254,237,0,293,293,DTWG,0
ZPUCINDJVBIVPJ-LJISPDSOSA-N,cocaine,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,113146,LYVE1,-7.987429,-8.133195,192,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.14766827,536,1.0102559,0.22250046,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.10182406,131,293,369,115,61,123,0,171,180,DTWG,0
PJMPHNIQZUBGLI-UHFFFAOYSA-N,fentanyl,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,49368,LYVE1,-8.447119,-8.198548,193,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.14728282,538,0.9530442,0.21178967,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.106087044,190,257,450,265,56,140,0,190,203,DTWG,0
OUBCNLGXQFSTLU-UHFFFAOYSA-N,nitisinone,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],290471,LYVE1,-8.170916,-8.205919,194,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.09498945,681,2.4098525,0.43465042,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.13531078,1,34,83,78,10,88,2,18,14,DTWG,1
KBOPZPXVLCULAV-UHFFFAOYSA-N,balsalazide;mesalamine,Nc1ccc(O)c(C(=O)O)c1,255247,LYVE1,-7.493733,-8.206628,195,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.07082124,713,-0.8510859,-0.12596634,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.14449048,709,515,525,691,592,592,0,689,679,DTWG,0
PGTVWKLGGCQMBR-FLBATMFCSA-N,ganaxolone,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C,19677,LYVE1,-8.708152,-8.262644,196,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.11919083,610,0.52473086,0.131604,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.13141261,318,195,620,356,289,218,0,329,328,DTWG,0
WEQLWGNDNRARGE-DJIMGWMZSA-N,valbenazine,COc1cc2c(cc1OC)[C@H]1C[C@@H](O)[C@H](CC(C)C)CN1CC2,135433,LYVE1,-7.3291855,-8.279233,197,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.09766766,674,0.9370946,0.20880373,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.12287227,126,221,472,179,206,382,0,199,212,DTWG,0
NUKYPUAOHBNCPY-UHFFFAOYSA-N,dalfampridine,Nc1ccncc1,256403,LYVE1,-7.6498723,-8.29815,198,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.07891179,709,0.07258941,0.04695739,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.094342545,485,614,132,490,484,621,0,483,472,DTWG,0
CXOFVDLJLONNDW-UHFFFAOYSA-N,fosphenytoin,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,292516,LYVE1,-7.3168526,-8.302341,199,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.10104472,668,-0.5985704,-0.042459335,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.085013755,568,634,553,561,630,565,0,621,632,DTWG,0
QEFAQIPZVLVERP-UHFFFAOYSA-N,nepafenac,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,241522,LYVE1,-7.705162,-8.333706,200,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.102460936,661,0.98094714,0.20803843,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.07999813,157,118,94,527,363,221,0,201,185,DTWG,0
GYDJEQRTZSCIOI-LJGSYFOKSA-N,tranexamic acid,NC[C@H]1CC[C@H](C(=O)O)CC1,247775,LYVE1,-7.6242986,-8.33587,201,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.094574,682,1.1056639,0.24036203,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.058614362,260,211,207,134,188,293,0,153,160,DTWG,0
OUJTZYPIHDYQMC-LJQANCHMSA-N,ambrisentan,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,115088,LYVE1,-7.469077,-8.344177,202,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.12617946,588,0.14376548,0.06028245,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.10072073,234,453,347,312,384,228,0,468,457,DTWG,0
BISPBXFUKNXOQY-RITPCOANSA-N,durlobactam,CC1=C[C@@H]2CN(C(=O)N2OS(=O)(=O)O)[C@@H]1C(N)=O,47333,LYVE1,-7.463677,-8.379377,203,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.15714167,511,1.1354702,0.23254444,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.07409663,195,191,271,76,219,308,0,161,154,DTWG,0
PHLBKPHSAVXXEF-UHFFFAOYSA-N,trazodone,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,301983,LYVE1,-7.788964,-8.396508,204,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.40145308,252,1.5370401,0.3211211,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.12639634,180,101,22,383,225,11,1,65,78,DTWG,0
STUWGJZDJHPWGZ-LBPRGKRZSA-N,alpelisib,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,210722,LYVE1,-7.823417,-8.401822,205,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.71565574,82,1.8369175,0.34378794,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.11135765,343,35,103,34,83,51,0,51,45,DTWG,0
HEVHTYMYEMEBPX-HZPDHXFCSA-N,taletrectinib,C[C@@H](N)COc1ccc(-c2cnc3ccc(N[C@H](C)c4cccc(F)c4)nn23)cc1,165580,LYVE1,-8.748079,-8.403906,206,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.55300355,156,-0.9760692,-0.13486199,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.091207206,644,622,689,640,674,675,0,694,691,DTWG,0
NFEZZTICAUWDHU-RDTXWAMCSA-N,efinaconazole,C=C1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1,4254,LYVE1,-7.4602814,-8.414368,207,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.21409303,407,0.16805287,0.06482936,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.103971474,223,378,570,496,391,415,0,461,447,DTWG,0
OLNTVTPDXPETLC-XPWALMASSA-N,ezetimibe,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,294785,LYVE1,-7.8743677,-8.44093,208,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.27395704,342,-0.23053706,-0.009791727,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.09644082,577,539,635,681,483,368,0,578,549,DTWG,0
JUZYLCPPVHEVSV-LJQANCHMSA-N,elvitegravir,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C,134486,LYVE1,-6.9549704,-8.447142,209,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.32914227,301,0.9868406,0.2089731,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.10292321,43,452,148,344,196,346,0,198,184,DTWG,0
NDCUAPJVLWFHHB-UHNVWZDZSA-N,avibactam,NC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,242043,LYVE1,-7.440338,-8.448984,210,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.15230718,523,0.5684296,0.14261673,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.081328556,262,238,309,229,130,493,0,308,312,DTWG,0
DDLIGBOFAVUZHB-UHFFFAOYSA-N,midazolam,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,213968,LYVE1,-7.9130006,-8.45145,211,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.24680662,378,-0.109754436,0.03506263,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.09954028,538,245,382,693,613,454,0,503,520,DTWG,0
AOMXMOCNKJTRQP-UHFFFAOYSA-N,relugolix,CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1,121069,LYVE1,-8.308419,-8.470881,212,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.8143795,47,-0.37971765,-0.0077511943,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.11194902,484,642,483,588,639,383,0,575,588,DTWG,0
MJUVRTYWUMPBTR-MRXNPFEDSA-N,tezacaftor,CC(C)(CO)c1cc2cc(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c(F)cc2n1C[C@@H](O)CO,26238,LYVE1,-7.986688,-8.504085,213,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.62743306,122,-0.74273616,-0.06532278,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.13514923,663,645,578,275,649,644,0,646,660,DTWG,0
MDSQOJYHHZBZKA-GBXCKJPGSA-N,telotristat etiprate,CCOC(=O)[C@@H](N)Cc1ccc(-c2cc(O[C@H](c3ccc(Cl)cc3-n3ccc(C)n3)C(F)(F)F)nc(N)n2)cc1,69919,LYVE1,-7.6863093,-8.5057745,214,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.8000729,50,-0.6843876,-0.05606921,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.03440455,664,596,566,631,647,665,0,637,647,DTWG,0
VSNHCAURESNICA-UHFFFAOYSA-N,hydroxyurea,NC(=O)NO,241697,LYVE1,-7.3692055,-8.522026,215,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.079466574,708,-0.37459427,-0.0069386694,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.07430259,509,659,353,514,601,630,0,572,585,DTWG,0
KFQYTPMOWPVWEJ-INIZCTEOSA-N,rotigotine,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,58991,LYVE1,-9.297461,-8.53133,216,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.13924623,557,0.36131176,0.10100987,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.092426196,300,357,474,549,314,481,0,392,387,DTWG,0
MWKYMZXCGYXLPL-ZDUSSCGKSA-N,leniolisib,CCC(=O)N1CC[C@H](Nc2ncnc3c2CN(c2cnc(OC)c(C(F)(F)F)c2)CC3)C1,49594,LYVE1,-8.309038,-8.568597,217,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.6790172,99,0.42347762,0.11962861,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.11346554,599,457,533,232,321,196,0,355,361,DTWG,0
DHSUYTOATWAVLW-WFVMDLQDSA-N,cilastatin,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)O,44134,LYVE1,-7.712761,-8.606977,218,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.22455397,397,1.4808408,0.28731725,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.084832005,239,80,140,69,128,134,0,95,85,DTWG,0
OZWKMVRBQXNZKK-UHFFFAOYSA-N,ketorolac,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,288712,LYVE1,-7.531002,-8.610947,219,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.09507702,680,0.78911287,0.18109967,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.105962075,185,476,290,262,154,150,0,240,245,DTWG,0
WJOHZNCJWYWUJD-IUGZLZTKSA-N,fluocinonide,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,19016,LYVE1,-10.336367,-8.627497,220,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.44268492,222,-0.04672149,0.024620876,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.1361351,655,312,587,516,193,605,0,515,499,DTWG,0
XUKUURHRXDUEBC-KAYWLYCHSA-N,atorvastatin,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,37232,LYVE1,-8.878472,-8.643677,221,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.7007052,87,-1.0544074,-0.13562624,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.065358825,719,625,665,543,667,660,0,695,696,DTWG,0
DDOOFTLHJSMHLN-ZQHRPCGSSA-N,ubrogepant,C[C@@H]1[C@H](c2ccccc2)C[C@H](NC(=O)c2cnc3c(c2)C[C@@]2(C3)C(=O)Nc3ncccc32)C(=O)N1CC(F)(F)F,169906,LYVE1,-8.18744,-8.665005,222,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.8348723,37,-0.07643664,0.019057823,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.06401336,498,402,536,627,525,494,0,522,506,DTWG,0
XFALPSLJIHVRKE-GFCCVEGCSA-N,tedizolid,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,227232,LYVE1,-8.485976,-8.694394,223,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.27443042,340,1.5988908,0.30603895,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.16858958,246,19,82,9,64,157,2,80,66,DTWG,0
JDUBGYFRJFOXQC-KRWDZBQOSA-N,capivasertib,NC1(C(=O)N[C@@H](CCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,245647,LYVE1,-8.4346,-8.710988,224,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.5681918,149,0.568971,0.1398863,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.059572723,267,379,222,491,387,354,0,314,311,DTWG,0
LSQZJLSUYDQPKJ-NJBDSQKTSA-N,amoxicillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,45018,LYVE1,-7.4454207,-8.711876,225,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.1890008,454,2.6247036,0.5247455,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.07074089,104,26,1,1,11,8,4,3,7,DTWG,1
HARRKNSQXBRBGZ-GVKWWOCJSA-N,zuranolone,C[C@@]1(O)CC[C@H]2[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](C(=O)Cn4cc(C#N)cn4)CC[C@@H]32)C1,170290,LYVE1,-8.244188,-8.715316,226,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.37362522,271,0.5647088,0.13908838,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_,0.15954655,406,47,642,398,211,337,0,316,313,DTWG,0
SJZRECIVHVDYJC-UHFFFAOYSA-N,oxybate,O=C(O)CCCO,282513,LYVE1,-7.7707143,-8.725066,227,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.054224797,719,-0.31235087,0.0029325925,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.08583571,349,568,513,504,532,428,0,553,567,DTWG,0
PSIFNNKUMBGKDQ-UHFFFAOYSA-N,losartan,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,58478,LYVE1,-7.83465,-8.736373,228,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.54004586,163,1.0692855,0.22204815,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.13448313,146,371,252,33,298,61,0,172,169,DTWG,0
ZRVUJXDFFKFLMG-UHFFFAOYSA-N,meloxicam,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,207081,LYVE1,-8.155673,-8.747683,229,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS,0.14851648,533,1.9499027,0.3617064,/mnt/nfs-ssd/data/DTWG_AF2_homoaug_complex/AF-Q9Y5Y7-F1-model_v4_0_0_0_complex_refined_,0.11184988,4,113,123,171,20,129,2,40,34,DTWG,0
