review_id,drug_name,target_gene,final_candidate_diseases_zh,final_mechanism_assessment_zh,final_feasibility_assessment_zh,assay_recommendation_zh,counterscreen_recommendation_zh,risk_level,priority_after_agent,agent_decision,agent_notes_zh
strict895_0811,Larotrectinib Sulfate,CHEK2,"优先聚焦乳腺癌；备选模型为黑色素瘤、肝细胞癌。child OT 最强指向乳腺癌（score=0.709, genetic=0.805, clinical=0.000, literature=0.976）。","机制中等：Larotrectinib Sulfate -> CHEK2（Serine/threonine-protein kinase Chk2）在肿瘤方向可通过激酶生化+细胞通路验证；child OT 最强指向乳腺癌（score=0.709, genetic=0.805, clinical=0.000, literature=0.976）；ConPLEx=0.412/rank85。 主要限制：drug-target rank 偏后；novelty 受原适应症/同类药机制影响。",中高：输入 disease fit=高、TE feasibility=高；重组酶活和细胞 phospho-readout 成熟。,CHEK2 重组激酶 IC50/Kd、ATP 竞争和 DSF/SPR；细胞中检测 phospho-substrate、CETSA/NanoBRET 或下游 pERK/pSTAT/pAKT，并在乳腺癌模型做 8-10 点剂量反应。,广谱 kinome/同家族 kinase panel、ATP 竞争、关键下游通路旁路抑制；细胞毒性、聚集体/PAINS、药物原批准主靶点和同类药机制反筛。,medium,medium,keep_medium,中优先保留：靶点-病种轴可检验，但药物-靶点或疾病具体性仍需正交验证；child OT score >=0.55；ConPLEx rank 偏后；novelty 偏弱。
strict895_0812,Enzalutamide,NR3C1,"优先聚焦浆细胞骨髓瘤/多发性骨髓瘤；备选模型为多发性骨髓瘤、冒烟型骨髓瘤、乳腺导管原位癌。child OT 最强指向浆细胞骨髓瘤/多发性骨髓瘤（score=0.622, genetic=0.000, clinical=0.987, literature=0.718）。","机制中等：Enzalutamide -> NR3C1（Glucocorticoid receptor）在肿瘤方向可通过核受体/转录 reporter验证；child OT 最强指向浆细胞骨髓瘤/多发性骨髓瘤（score=0.622, genetic=0.000, clinical=0.987, literature=0.718）；ConPLEx=0.519/rank10。 主要限制：novelty 受原适应症/同类药机制影响。",中高：输入 disease fit=高、TE feasibility=中高；reporter、cofactor 和 CETSA 可做，但要排除广谱转录/荧光素酶干扰。,NR3C1 ligand-binding/cofactor recruitment、CETSA/NanoBRET 和响应元件 reporter；同步 qPCR 检测经典下游靶基因，并在浆细胞骨髓瘤/多发性骨髓瘤模型确认方向。,同家族核受体 panel、无响应元件/突变响应元件 reporter、荧光素酶干扰、广谱转录抑制/激活；细胞毒性、聚集体/PAINS、药物原批准主靶点和同类药机制反筛。,medium,medium,keep_medium,中优先保留：靶点-病种轴可检验，但药物-靶点或疾病具体性仍需正交验证；child OT score >=0.55；reporter 需强反筛；novelty 偏弱。
strict895_0813,Entrectinib,MST1R,"仅低优先探索胃癌；child OT 最强指向胃癌（score=0.124, genetic=0.000, clinical=0.122, literature=0.864），疾病锚点偏弱。","机制偏弱：Entrectinib -> MST1R（Macrophage-stimulating protein receptor）在肿瘤方向可通过纯化蛋白/酶活或结合验证；child OT 最强指向胃癌（score=0.124, genetic=0.000, clinical=0.122, literature=0.864）；ConPLEx=0.257/rank24。 主要限制：novelty 受原适应症/同类药机制影响。",中低：输入 disease fit=中高、TE feasibility=中高；可从纯化蛋白结合/酶活和细胞 TE 两级验证。,MST1R 纯化蛋白活性或结合 assay（IC50/Kd、DSF/SPR/CETSA）；细胞层面加入目标通路 readout，并在胃癌模型中验证剂量依赖。,同酶/同受体家族选择性、底物竞争、螯合/还原/荧光干扰、细胞通路旁路验证；细胞毒性、聚集体/PAINS、药物原批准主靶点和同类药机制反筛。,high,low,review_low,低优先复核：可以做 TE，但疾病锚点、rank 或直接性不足；novelty 偏弱。
strict895_0814,Cabozantinib S-Malate,FLT4,"可探索慢性髓系白血病，并用乳腺癌作为 child OT 锚点；child OT 最强指向乳腺癌（score=0.301, genetic=0.000, clinical=0.122, literature=0.427）。","机制偏弱：Cabozantinib S-Malate -> FLT4（Vascular endothelial growth factor receptor 3）在肿瘤方向可通过纯化蛋白/酶活或结合验证；child OT 最强指向乳腺癌（score=0.301, genetic=0.000, clinical=0.122, literature=0.427）；ConPLEx=0.238/rank22。 主要限制：novelty 受原适应症/同类药机制影响。",中低：输入 disease fit=高、TE feasibility=中高；可从纯化蛋白结合/酶活和细胞 TE 两级验证。,FLT4 受体激酶 IC50/Kd、配体刺激后 p-receptor/pERK/pAKT readout、DSF/SPR 或 CETSA；在乳腺癌模型验证血管生成/增殖表型。,同酶/同受体家族选择性、底物竞争、螯合/还原/荧光干扰、细胞通路旁路验证；细胞毒性、聚集体/PAINS、药物原批准主靶点和同类药机制反筛。,high,low,review_low,低优先复核：可以做 TE，但疾病锚点、rank 或直接性不足；novelty 偏弱。
strict895_0815,Larotrectinib Sulfate,JAK3,"可探索肝细胞癌，并用乳腺癌作为 child OT 锚点；child OT 最强指向乳腺癌（score=0.283, genetic=0.000, clinical=0.000, literature=0.202）。","机制偏弱：Larotrectinib Sulfate -> JAK3（Tyrosine-protein kinase JAK3）在肿瘤方向可通过激酶生化+细胞通路验证；child OT 最强指向乳腺癌（score=0.283, genetic=0.000, clinical=0.000, literature=0.202）；ConPLEx=0.447/rank62。 主要限制：drug-target rank 偏后；novelty 受原适应症/同类药机制影响。",中低：输入 disease fit=高、TE feasibility=高；重组酶活和细胞 phospho-readout 成熟。,JAK3 重组激酶 IC50/Kd、ATP 竞争和 DSF/SPR；细胞中检测 phospho-substrate、CETSA/NanoBRET 或下游 pERK/pSTAT/pAKT，并在乳腺癌模型做 8-10 点剂量反应。,广谱 kinome/同家族 kinase panel、ATP 竞争、关键下游通路旁路抑制；细胞毒性、聚集体/PAINS、药物原批准主靶点和同类药机制反筛。,high,low,review_low,低优先复核：可以做 TE，但疾病锚点、rank 或直接性不足；ConPLEx rank 偏后；novelty 偏弱。
strict895_0816,Fulvestrant,ESR2,"可探索黑色素瘤，并用乳腺癌作为 child OT 锚点；child OT 最强指向乳腺癌（score=0.492, genetic=0.000, clinical=0.760, literature=0.978）。","机制中等：Fulvestrant -> ESR2（Estrogen receptor beta）在肿瘤方向可通过核受体/转录 reporter验证；child OT 最强指向乳腺癌（score=0.492, genetic=0.000, clinical=0.760, literature=0.978）；ConPLEx=0.740/rank5。 主要限制：novelty 受原适应症/同类药机制影响。",中高：输入 disease fit=高、TE feasibility=中高；reporter、cofactor 和 CETSA 可做，但要排除广谱转录/荧光素酶干扰。,ESR2 ligand-binding/cofactor recruitment、CETSA/NanoBRET 和响应元件 reporter；同步 qPCR 检测经典下游靶基因，并在乳腺癌模型确认方向。,同家族核受体 panel、无响应元件/突变响应元件 reporter、荧光素酶干扰、广谱转录抑制/激活；细胞毒性、聚集体/PAINS、药物原批准主靶点和同类药机制反筛。,medium,medium,keep_medium,中优先保留：靶点-病种轴可检验，但药物-靶点或疾病具体性仍需正交验证；reporter 需强反筛；novelty 偏弱。
strict895_0817,Cabozantinib S-Malate,PTPRC,"可探索白血病、前列腺癌、多发性骨髓瘤，并用浆细胞骨髓瘤/多发性骨髓瘤作为 child OT 锚点；child OT 最强指向浆细胞骨髓瘤/多发性骨髓瘤（score=0.309, genetic=0.000, clinical=0.000, literature=0.915）。","机制偏弱：Cabozantinib S-Malate -> PTPRC（Receptor-type tyrosine-protein phosphatase C）在肿瘤方向可通过纯化蛋白/酶活或结合验证；child OT 最强指向浆细胞骨髓瘤/多发性骨髓瘤（score=0.309, genetic=0.000, clinical=0.000, literature=0.915）；ConPLEx=0.226/rank24。 主要限制：novelty 受原适应症/同类药机制影响。",中低：输入 disease fit=高、TE feasibility=中高；可从纯化蛋白结合/酶活和细胞 TE 两级验证。,PTPRC 磷酸酶活性/底物去磷酸化 assay、SPR/DSF/CETSA；细胞中检测 SHP2/PTPRC 相关 pERK、pSTAT 或免疫受体通路 readout。,同酶/同受体家族选择性、底物竞争、螯合/还原/荧光干扰、细胞通路旁路验证；细胞毒性、聚集体/PAINS、药物原批准主靶点和同类药机制反筛。,high,low,review_low,低优先复核：可以做 TE，但疾病锚点、rank 或直接性不足；novelty 偏弱。
strict895_0818,Bicalutamide,JAK1,"可探索黑色素瘤、乳腺癌、多发性骨髓瘤，并用浆细胞骨髓瘤/多发性骨髓瘤作为 child OT 锚点；child OT 最强指向浆细胞骨髓瘤/多发性骨髓瘤（score=0.308, genetic=0.000, clinical=0.158, literature=0.163）。","机制偏弱：Bicalutamide -> JAK1（Tyrosine-protein kinase JAK1）在肿瘤方向可通过激酶生化+细胞通路验证；child OT 最强指向浆细胞骨髓瘤/多发性骨髓瘤（score=0.308, genetic=0.000, clinical=0.158, literature=0.163）；ConPLEx=0.514/rank55。 主要限制：drug-target rank 偏后；novelty 受原适应症/同类药机制影响。",中低：输入 disease fit=高、TE feasibility=高；重组酶活和细胞 phospho-readout 成熟。,JAK1 重组激酶 IC50/Kd、ATP 竞争和 DSF/SPR；细胞中检测 phospho-substrate、CETSA/NanoBRET 或下游 pERK/pSTAT/pAKT，并在浆细胞骨髓瘤/多发性骨髓瘤模型做 8-10 点剂量反应。,广谱 kinome/同家族 kinase panel、ATP 竞争、关键下游通路旁路抑制；细胞毒性、聚集体/PAINS、药物原批准主靶点和同类药机制反筛。,high,low,review_low,低优先复核：可以做 TE，但疾病锚点、rank 或直接性不足；ConPLEx rank 偏后；novelty 偏弱。
strict895_0819,Lacosamide,SCN2A,"仅作阳性/流程对照：精神分裂症、双相障碍、多发性硬化；child OT 最强指向双相障碍（score=0.714, genetic=0.706, clinical=0.994, literature=0.157）。","对照机制明确：Lacosamide -> SCN2A（Sodium channel protein type 2 subunit alpha）在神经系统方向可通过离子通道功能验证；child OT 最强指向双相障碍（score=0.714, genetic=0.706, clinical=0.994, literature=0.157）；ConPLEx=0.456/rank69。 主要限制：novelty 受原适应症/同类药机制影响。",对照可行：输入 disease fit=高、TE feasibility=中高；功能实验可直接读出，但成本和安全性通道反筛较重。,SCN2A 过表达或 iPSC-neuron/神经元模型自动膜片钳；必要时加电位、钙流或氯流 readout，按双相障碍模型做剂量-效应和washout验证。,hERG/SCN5A 和相关 GABA/Na/TRP 通道 panel、膜扰动、神经元非特异抑制；细胞毒性、聚集体/PAINS、药物原批准主靶点和同类药机制反筛。,control,control,control_only,仅作阳性/流程对照：可用于验证 assay 与审计流程，不计入新发现优先级；child OT score >=0.55；离子通道安全性 panel 必做。
strict895_0820,Neratinib Maleate,KDR,"优先聚焦肝细胞癌；备选模型为黑色素瘤、肺癌、巨核细胞白血病。child OT 最强指向肝细胞癌（score=0.678, genetic=0.000, clinical=0.980, literature=0.945）。","机制较强：Neratinib Maleate -> KDR（Vascular endothelial growth factor receptor 2）在肿瘤方向可通过纯化蛋白/酶活或结合验证；child OT 最强指向肝细胞癌（score=0.678, genetic=0.000, clinical=0.980, literature=0.945）；ConPLEx=0.270/rank12。 主要限制：novelty 受原适应症/同类药机制影响。",高：输入 disease fit=高、TE feasibility=中高；可从纯化蛋白结合/酶活和细胞 TE 两级验证。,KDR 受体激酶 IC50/Kd、配体刺激后 p-receptor/pERK/pAKT readout、DSF/SPR 或 CETSA；在肝细胞癌模型验证血管生成/增殖表型。,同酶/同受体家族选择性、底物竞争、螯合/还原/荧光干扰、细胞通路旁路验证；细胞毒性、聚集体/PAINS、药物原批准主靶点和同类药机制反筛。,low,high,keep_high,高优先保留：child OT、可成药 assay 和计算 rank/score 基本同向；child OT score >=0.55；novelty 偏弱。
