review_id,drug_name,target_gene,final_candidate_diseases_zh,final_mechanism_assessment_zh,final_feasibility_assessment_zh,assay_recommendation_zh,counterscreen_recommendation_zh,risk_level,priority_after_agent,agent_decision,agent_notes_zh
strict895_0181,Ulipristal Acetate,TRPV1,心肌肥厚/心衰伴神经炎症，血管炎症或高血压重塑模型,TRPV1 调节感觉神经-炎症和钙流，心肌肥厚/血管重塑方向有生物学合理性；关键是证明药物直接改变 TRPV1 电流。,中高：电生理 readout 直接但成本较高，必须同步安全性通道和膜扰动反筛。,自动膜片钳/手工膜片钳测 TRPV1 电流，辅以钙流或膜电位 readout；使用过表达与空载体细胞做 IC50 和 washout。,hERG/KCNH2、SCN5A、Cav1.2、KCNQ/Kv/TRP/配体门控同类通道 panel，膜扰动和细胞毒性反筛。,medium,P2_medium,keep_medium,"TRPV1 与心肌肥厚/炎症性血管重塑有可检验连接，但候选疾病仍偏宽，且需排除激素类母药的非特异膜效应。 评分：ConPLEx=0.406, rank=6, OT=0.64, TxGNN=0.91, CREEDS=1；文献未审计。"
strict895_0182,Raltegravir Potassium,SLC34A2,SLC34A2 高表达肺鳞癌和子宫内膜癌，磷酸盐转运依赖的肿瘤代谢模型,SLC34A2 介导磷酸盐摄取，肺鳞癌/子宫内膜癌等模型可把转运功能与肿瘤代谢相连；药物-转运体关系仍需正交验证。,高：可用重组蛋白或过表达细胞建立直接剂量反应，并用细胞靶点 readout 交叉确认。,SLC34A2 过表达细胞测 无机磷酸盐 摄取/外排（LC-MS、放射性或荧光底物），空载体、已知抑制剂和剂量反应并行。,同家族转运体、P-gp/BCRP、底物荧光/放射性干扰、细胞内暴露和细胞毒性反筛。,medium,P1_high,keep_high,"SLC34A2 肺鳞癌/子宫内膜癌方向具体，转运 assay 直接，适合作首批验证。 评分：ConPLEx=0.380, rank=7, OT=0.71, TxGNN=0.73, CREEDS=9；文献未审计。"
strict895_0183,Maraviroc,SLC6A4,肺鳞癌、口腔鳞癌或神经内分泌肺癌中的 5-HT 转运/血小板-肿瘤互作模型,SLC6A4 可改变 5-HT 摄取、血小板-肿瘤互作和旁分泌信号；肿瘤机制偏间接，需依赖高表达/功能模型确认。,高：可用重组蛋白或过表达细胞建立直接剂量反应，并用细胞靶点 readout 交叉确认。,SLC6A4 过表达细胞测 5-HT 摄取/外排（LC-MS、放射性或荧光底物），空载体、已知抑制剂和剂量反应并行。,同家族转运体、P-gp/BCRP、底物荧光/放射性干扰、细胞内暴露和细胞毒性反筛。,medium,P2_medium,keep_medium,"SLC6A4 与肿瘤 5-HT 轴有间接合理性且 ConPLEx 高，但癌种机制需要先聚焦到高表达模型。 评分：ConPLEx=0.825, rank=3, OT=0.53, TxGNN=0.96, CREEDS=6；本地共现未报告。"
strict895_0184,Etravirine,LCK,T 细胞白血病、CLL 或 LCK/TCR 信号依赖血液肿瘤模型,LCK 是 TCR/Src-family 近端 kinase，对 T 细胞白血病和 CLL 机制明确；药物直接抑制需 kinase 与细胞磷酸化双验证。,中：可建立靶点 readout，但预测证据和选择性风险需要正交实验确认。,重组 LCK 酶学/ADP-Glo 或磷酸化底物 assay 测 IC50，细胞中检测 p-LCK 或下游 pERK/pAKT/pSTAT readout。,近缘 kinase/受体 panel、ATP 竞争、下游通路非特异激活、细胞毒性和母药已知主靶点反筛。,medium,P1_high,keep_high,"LCK 对 T 细胞白血病/CLL 机制明确，CREEDS 支持较多，虽需验证低 ConPLEx 预测。 评分：ConPLEx=0.276, rank=13, OT=0.81, TxGNN=0.79, CREEDS=16；文献未审计。"
strict895_0185,Entrectinib,SLC29A1,缺血/缺氧心肌保护、动脉粥样硬化或扩张型心肌病中的腺苷/核苷转运模型,SLC29A1/ENT1 影响腺苷和核苷通量，可影响缺血保护、炎症和血管重塑；需要区分转运抑制与细胞暴露改变。,高：可用重组蛋白或过表达细胞建立直接剂量反应，并用细胞靶点 readout 交叉确认。,SLC29A1 过表达细胞测 腺苷/尿苷 摄取/外排（LC-MS、放射性或荧光底物），空载体、已知抑制剂和剂量反应并行。,同家族转运体、P-gp/BCRP、底物荧光/放射性干扰、细胞内暴露和细胞毒性反筛。,medium,P2_medium,keep_medium,"SLC29A1 可连接缺血/腺苷转运，assay 可做；主要风险是肿瘤药母体和心血管表型之间需二级验证。 评分：ConPLEx=0.341, rank=3, OT=0.60, TxGNN=0.88, CREEDS=5；文献未审计。"
strict895_0186,Selinexor,PDGFRB,PDGFRB 阳性白血病、乳腺/肺癌基质促增殖或血管周细胞模型,PDGFRB 驱动周细胞、成纤维细胞和肿瘤基质信号，在纤维化和肿瘤血管/基质模型中机制清楚。,中：target engagement 可测，但主要价值是阳性/安全性/同方向对照，不适合作新用优先级。,重组 PDGFRB 酶学/ADP-Glo 或磷酸化底物 assay 测 IC50，细胞中检测 p-PDGFRB 或下游 pERK/pAKT/pSTAT readout。,近缘 kinase/受体 panel、ATP 竞争、下游通路非特异激活、细胞毒性和母药已知主靶点反筛。,high,control_only,control_only,"同为肿瘤方向且 PDGFRB 是经典肿瘤/基质靶点，novelty 弱，适合作同方向 kinase 对照。 评分：ConPLEx=0.321, rank=3, OT=0.83, TxGNN=0.81, CREEDS=11；同方向风险；文献未审计。"
strict895_0187,Palbociclib,TGFBR1,心肌肥厚、心衰后纤维化和血管重塑的 TGF-beta/SMAD 模型,TGFBR1/ALK5-SMAD 是纤维化和心血管重塑核心轴，机制强但同家族 kinase 选择性必须排除。,高：可用重组蛋白或过表达细胞建立直接剂量反应，并用细胞靶点 readout 交叉确认。,重组 TGFBR1 酶学/ADP-Glo 或磷酸化底物 assay 测 IC50，细胞中检测 p-TGFBR1 或下游 pERK/pAKT/pSTAT readout。,近缘 kinase/受体 panel、ATP 竞争、下游通路非特异激活、细胞毒性和母药已知主靶点反筛。,medium,P2_medium,keep_medium,"TGFBR1-SMAD 对心肌纤维化合理且 assay 成熟；Palbociclib 同家族/选择性风险需先用 kinase panel 控制。 评分：ConPLEx=0.518, rank=13, OT=0.87, TxGNN=0.91, CREEDS=1；同家族风险；本地共现未报告。"
strict895_0188,Maraviroc,KCNK3,肺动脉高压、右心肥厚和心衰相关 KCNK3/TASK-1 电流模型,KCNK3/TASK-1 控制肺血管平滑肌静息电位，与肺动脉高压和右心重塑高度匹配。,中高：电生理 readout 直接但成本较高，必须同步安全性通道和膜扰动反筛。,自动膜片钳/手工膜片钳测 KCNK3 电流，辅以钙流或膜电位 readout；使用过表达与空载体细胞做 IC50 和 washout。,hERG/KCNH2、SCN5A、Cav1.2、KCNQ/Kv/TRP/配体门控同类通道 panel，膜扰动和细胞毒性反筛。,medium,P1_high,keep_high,"KCNK3 与肺动脉高压/右心重塑高度相关，电生理读数清晰，值得优先验证。 评分：ConPLEx=0.595, rank=31, OT=0.81, TxGNN=0.77, CREEDS=2；本地共现未报告。"
strict895_0189,Alpelisib,SLC29A1,缺血/缺氧心肌保护、动脉粥样硬化或扩张型心肌病中的腺苷/核苷转运模型,SLC29A1/ENT1 影响腺苷和核苷通量，可影响缺血保护、炎症和血管重塑；需要区分转运抑制与细胞暴露改变。,高：可用重组蛋白或过表达细胞建立直接剂量反应，并用细胞靶点 readout 交叉确认。,SLC29A1 过表达细胞测 腺苷/尿苷 摄取/外排（LC-MS、放射性或荧光底物），空载体、已知抑制剂和剂量反应并行。,同家族转运体、P-gp/BCRP、底物荧光/放射性干扰、细胞内暴露和细胞毒性反筛。,high,P3_low_review,review_low,"SLC29A1 心血管假说可测，但 Alpelisib rank 偏后且 PI3K/cytostatic 效应容易解释表型。 评分：ConPLEx=0.360, rank=30, OT=0.60, TxGNN=0.97, CREEDS=5；文献未审计。"
strict895_0190,Givinostat Hydrochloride,PDGFRB,NASH/肝纤维化中肝星状细胞 PDGFRB 激活和胶原沉积模型,PDGFRB 驱动周细胞、成纤维细胞和肿瘤基质信号，在纤维化和肿瘤血管/基质模型中机制清楚。,高：可用重组蛋白或过表达细胞建立直接剂量反应，并用细胞靶点 readout 交叉确认。,重组 PDGFRB 酶学/ADP-Glo 或磷酸化底物 assay 测 IC50，细胞中检测 p-PDGFRB 或下游 pERK/pAKT/pSTAT readout。,近缘 kinase/受体 panel、ATP 竞争、下游通路非特异激活、细胞毒性和母药已知主靶点反筛。,medium,P1_high,keep_high,"PDGFRB 驱动肝星状细胞活化和纤维化，肝胆方向具体且 target engagement 可直接测。 评分：ConPLEx=0.366, rank=6, OT=0.73, TxGNN=0.80, CREEDS=0；文献未审计。"
