review_id,drug_name,target_gene,final_candidate_diseases_zh,final_mechanism_assessment_zh,final_feasibility_assessment_zh,assay_recommendation_zh,counterscreen_recommendation_zh,risk_level,priority_after_agent,agent_decision,agent_notes_zh
strict895_0451,Tipranavir,MMP3,MMP3高表达乳腺癌、结直肠癌侵袭/基质重塑模型,机制中等合理：MMP3与肿瘤基质降解、侵袭和转移相关，Tipranavir作为蛋白酶抑制剂有可检验的跨酶类假说，但当前主要是ConPLEx rank1预测。,中高：MMP3酶活和结合实验成熟；需证明浓度低于抗病毒/细胞毒窗口且不是金属螯合或聚集。,重组MMP3荧光/比色底物酶活IC50，配合DSF/SPR确认直接结合；细胞层面看基质降解或侵袭readout。,MMP1/2/9/13和ADAM protease panel，金属螯合、聚集体、荧光淬灭和细胞毒性反筛。,中,P2_keep_medium,keep_medium,可保留为蛋白酶再定位候选，优先乳腺/结直肠侵袭模型；疾病仍偏宽，需MMP家族选择性。
strict895_0452,Alpelisib,SCN5A,SCN5A介导的心律失常、传导阻滞和药源性QRS/QT安全性模型,机制偏弱：SCN5A更像Alpelisib潜在心脏安全性离子通道反筛，而非明确治疗性老药新用；rank69降低可信度。,中：Nav1.5膜片钳可做，但成本高且阳性多代表安全风险；需心肌MEA确认。,Nav1.5稳定细胞自动膜片钳测峰电流和失活动力学，记录状态依赖阻滞；同步测心肌细胞MEA。,hERG、Nav1.1/1.2/1.7、Cav/Kv通道panel，膜扰动、细胞毒性和心肌MEA安全性反筛。,高,P3_review_low,review_low,疾病具体性可落到传导异常，但更适合作安全性off-target审计，不宜作为优先治疗候选。
strict895_0453,Hydroxychloroquine Sulfate,RAF1,NASH/肝纤维化中的RAF1-MAPK炎症信号模型,机制偏弱到中等：RAF1-MAPK可参与肝炎症和纤维化，但Hydroxychloroquine高度多效，RAF1直接作用缺少本地文献线索且ConPLEx较低。,中高：激酶和pERK readout可行；难点是区分自噬/溶酶体效应与RAF1直接抑制。,RAF1/MEK级联激酶活性或结合Kd，细胞用pMEK/pERK和CETSA/NanoBRET验证target engagement。,BRAF/ARAF/MEK/ERK及广谱kinase panel，ATP竞争、细胞毒性和自噬/溶酶体非特异效应反筛。,高,P3_review_low,review_low,可做低优先验证；HCQ细胞表型很容易由溶酶体和免疫效应解释。
strict895_0454,Entrectinib,SLC6A4,SLC6A4高表达肺鳞癌/神经内分泌肺癌及血小板5-HT肿瘤微环境模型,机制偏弱：SERT与肿瘤微环境有探索空间，但Entrectinib本身是肿瘤TKI，肿瘤活性会被NTRK/ROS1/ALK通路强烈混杂。,高：SERT摄取实验成熟；需证明SERT活性发生在不抑制已知激酶靶点的浓度。,SERT过表达细胞5-HT摄取/外排实验，优先LC-MS或放射性底物，空载体和已知SERT抑制剂作对照。,DAT/NET/GAT同家族转运体，P-gp/BCRP外排，底物荧光/放射性干扰和细胞毒性反筛。,高,P3_review_low,review_low,同为肿瘤方向且原药效强，novelty和归因风险都高。
strict895_0455,Fosnetupitant Chloride Hydrochloride,TYRP1,TYRP1相关色素沉着异常、黑色素瘤/黑色素细胞和光化性角化病模型,机制中等：TYRP1与黑色素合成、黑色素细胞生物学和部分皮肤病相关，Fosnetupitant无明显同方向已知药理，假说可实验化。,中高：TYRP1酶活和色素细胞readout可做；需排除颜色/氧化还原干扰。,重组TYRP1氧化酶活性和黑色素生成细胞readout，配合DSF/SPR确认结合。,TYR/TYRP2和金属酶panel，黑色素/颜色干扰、氧化还原活性、聚集体和细胞毒性反筛。,中,P2_keep_medium,keep_medium,比“皮肤炎症”更适合聚焦色素/黑色素细胞轴；优先体外酶活后再进入细胞。
strict895_0456,Siponimod,SLC6A1,GAT1相关癫痫、神经兴奋性异常和神经炎症模型,机制中等：SLC6A1/GAT1是明确神经兴奋性靶点，Siponimod为CNS免疫药，同方向但不是同靶点；ConPLEx支持度较好。,高：GABA摄取和转运电流readout成熟；需评估BBB和S1P受体效应混杂。,GAT1过表达细胞GABA摄取实验或电生理转运电流，空载体和tiagabine阳性对照。,SLC6A11/12/13、SERT/DAT/NET，膜扰动、P-gp外排、神经毒性和底物干扰反筛。,中,P2_keep_medium,keep_medium,可保留用于癫痫/神经炎症细胞模型，但同为神经方向导致novelty中等。
strict895_0457,Tucatinib,PDGFRB,PDGFRB驱动肉瘤/GIST样模型、白血病及肿瘤间质血管模型,机制合理但novelty低：PDGFRB是肿瘤激酶靶点，Tucatinib为同方向TKI且同家族风险高，可能只是激酶谱外延。,高：激酶和pPDGFRB readout成熟；需证明不是HER2通路或广谱TKI效应。,PDGFRB激酶IC50/Kd，细胞用PDGF诱导pPDGFRB、pERK/pAKT和CETSA/NanoBRET验证。,PDGFRA、KIT、VEGFR、ABL/SRC等kinase panel，细胞增殖毒性和抗血管生成共通效应反筛。,高,P3_review_low,review_low,更适合作Tucatinib off-target谱确认，不是优先老药新用。
strict895_0458,Prednisone,TRPV3,TRPV3相关特应性皮炎/瘙痒、银屑病样角化异常模型,机制中等偏弱：TRPV3与皮肤屏障和瘙痒相关，但Prednisone皮肤抗炎已知且广泛，TRPV3若阳性也难解释临床新用。,中：TRPV3膜片钳/钙流可行；需排除糖皮质激素抗炎和膜扰动。,TRPV3稳定细胞Ca2+通量和自动膜片钳，配合激动剂/拮抗剂剂量反应。,TRPV1/2/4、TRPA1/TRPM8和hERG，钙染料干扰、膜扰动、糖皮质激素抗炎效应反筛。,高,P3_review_low,review_low,疾病方向成立，但药物本身同方向抗炎效应会强烈混淆。
strict895_0459,Entrectinib,INSR,胰岛素信号相关心肌代谢应激、心肌肥厚和血管重塑模型,机制偏弱：INSR可影响心血管代谢，但Entrectinib作为肿瘤TKI作用INSR更可能带来代谢/安全性问题。,高：INSR磷酸化readout成熟；需与IGF1R和已知TKI谱严格拆分。,INSR激酶活性与胰岛素刺激pINSR/pAKT细胞readout，结合CETSA/NanoBRET确认。,IGF1R、IR-A/IR-B、PI3K/AKT通路和广谱kinase panel，代谢细胞毒性反筛。,高,P3_review_low,review_low,不建议优先推进治疗假说；可作为代谢/心血管安全性线索。
strict895_0460,Rolapitant Hydrochloride,KEAP1,KEAP1-NRF2异常肺癌耐药和氧化应激依赖肿瘤模型,机制中等：KEAP1/NRF2是肺癌耐药与氧化应激轴，Rolapitant无明显同靶点背景；但KEAP1 PPI/共价干扰风险高。,中：结合和NRF2报告可做；需正交证明不是非特异氧化应激或电亲性反应。,KEAP1-Kelch/NRF2肽段AlphaScreen/SPR或DSF，细胞NQO1/HO-1报告基因作为功能验证。,共价/氧化还原活性、GSH消耗、ARE非特异激活、细胞毒性和蛋白聚集反筛。,中,P2_keep_medium,keep_medium,保留为KEAP1化学生物学候选，先做无细胞结合和红氧反筛。
strict895_0461,Avibactam Sodium,SLC22A12,URAT1/SLC22A12相关高尿酸血症、尿酸性肾结石和肾小管尿酸转运模型,机制较强：SLC22A12是尿酸转运核心靶点，肾结石/肾小管转运疾病具体，Avibactam无同方向已知药理，具备老药新用新颖性。,高：URAT1摄取实验成熟且可用LC-MS定量；需OAT/OCT选择性和肾细胞毒性反筛。,URAT1过表达细胞尿酸摄取/交换实验，LC-MS或放射性尿酸定量，配合benzbromarone对照。,OAT1/3、OCT2、URAT1相关转运体，pH/离子强度、底物竞争和肾细胞毒性反筛。,低,P1_keep_high,keep_high,本块最清晰的转运体-肾脏具体病种组合之一，建议优先验证尿酸摄取抑制。
strict895_0462,Diroximel Fumarate,SLC6A4,SLC6A4高表达肺鳞癌/神经内分泌肺癌及肠脑轴相关肿瘤模型,机制偏弱：SERT-肿瘤连接较间接，Diroximel Fumarate免疫/NRF2相关效应会混杂，ConPLEx仅中等。,中：SERT摄取实验可做；需排除富马酸酯应激和细胞毒性。,SERT过表达细胞5-HT摄取/外排实验，优先LC-MS或放射性底物，空载体和已知SERT抑制剂作对照。,DAT/NET/GAT同家族转运体，P-gp/BCRP外排，底物荧光/放射性干扰和细胞毒性反筛。,高,P3_review_low,review_low,不作为优先；若筛选资源充足，可先做SERT转运确认。
strict895_0463,Fludarabine Phosphate,SLC6A4,SLC6A4高表达肺鳞癌/神经内分泌肺癌模型,机制弱：Fludarabine本身为细胞毒抗肿瘤药，同方向肿瘤活性会完全压过SERT假说，难以形成可归因的新用途。,高：SERT转运可测，但细胞模型中核苷类似物毒性会严重混杂。,SERT过表达细胞5-HT摄取/外排实验，优先LC-MS或放射性底物，空载体和已知SERT抑制剂作对照。,DAT/NET/GAT同家族转运体，P-gp/BCRP外排，底物荧光/放射性干扰和细胞毒性反筛。,高,P4_deprioritize,deprioritize,同为肿瘤且强细胞毒药，建议降级；除非无细胞SERT活性非常强。
strict895_0464,Obeticholic Acid,THRB,TRβ相关脂代谢异常、动脉粥样硬化和心肌代谢重塑模型,机制中等：THRB与血脂和心血管代谢相关，Obeticholic Acid为胆汁酸/代谢药，方向可解释但核受体串扰风险较高。,中高：TRβ结合和报告基因可行；需核受体选择性panel。,TRβ配体结合TR-FRET/DSF和TRE-luciferase报告基因，测选择性转录激活或拮抗。,THRA、FXR、PXR、RAR/RXR等核受体panel，线粒体毒性和广泛转录扰动反筛。,中,P2_keep_medium,keep_medium,可保留，重点看是否有TRβ选择性而非FXR/PXR间接转录效应。
strict895_0465,Varenicline Tartrate,VEGFA,缺血/脊髓损伤后神经血管修复和AD神经炎症模型,机制偏弱：VEGFA与神经修复有关，但Varenicline直接调VEGFA蛋白缺少明确可药性，更多可能是烟碱受体下游表达效应。,中高：VEGFA结合/VEGFR readout可测；但target engagement若仅为表达变化需降权。,VEGFA蛋白结合SPR/ELISA及VEGFR2磷酸化阻断实验；神经/内皮共培养仅作下游功能验证。,VEGFB/PlGF、VEGFR结合，非特异蛋白结合、细胞因子诱导、烟碱受体通路和细胞毒性反筛。,高,P3_review_low,review_low,适合作机制探索，不适合作优先old-drug-new-target候选。
strict895_0466,Palbociclib,BMPR1A,BMPR1A/SMAD异常的子宫内膜癌和结直肠癌模型,机制中等偏强：BMPR1A是可测激酶/SMAD轴，肿瘤病种具体；但Palbociclib为同方向抗肿瘤药，CDK细胞周期效应混杂。,高：BMPR1A kinase和pSMAD readout成熟；需与CDK4/6抑制窗口分离。,BMPR1A/ALK3激酶活性和BMP诱导pSMAD1/5/8细胞readout，配合CETSA或NanoBRET。,TGFBR1、BMPR1B/ACVR1和广谱kinase panel，细胞增殖毒性和SMAD非特异激活反筛。,中,P2_keep_medium,keep_medium,保留为二线；只有在无CDK活性浓度下有BMPR1A engagement才升级。
strict895_0467,Nevirapine,SLC34A2,SLC34A2高表达肺鳞癌/肺腺癌和子宫内膜癌模型,机制中等：NaPi-IIb在肺/卵巢/子宫内膜相关肿瘤中有表达线索，Nevirapine无同方向肿瘤药理，具有一定新颖性。,高：磷酸盐摄取实验可直接验证；需区分转运抑制与细胞毒性。,NaPi-IIb过表达细胞磷酸盐摄取实验，钠依赖曲线、空载体和已知抑制条件对照。,SLC34A1/3、SLC20A1/2，钠依赖性、pH影响、磷酸盐沉淀和细胞毒性反筛。,中,P2_keep_medium,keep_medium,可保留，优先SLC34A2高表达肺鳞癌转运和增殖依赖性实验。
strict895_0468,Pazopanib Hydrochloride,FLT4,VEGFR3/FLT4淋巴管生成相关肿瘤转移和CML模型,机制合理但novelty低：Pazopanib本身是抗血管生成TKI，FLT4同家族同方向，可能接近既有药理扩展。,高：FLT4 kinase和淋巴内皮readout成熟；需确认不是VEGFR2/PDGFR共通抑制。,VEGFR3/FLT4激酶IC50/Kd，淋巴内皮细胞VEGF-C诱导pFLT4/pERK readout。,VEGFR1/2、PDGFR、KIT和广谱kinase panel，内皮毒性和抗血管生成共通效应反筛。,高,P3_review_low,review_low,适合作阳性谱系确认，老药新用价值有限。
strict895_0469,Infigratinib Phosphate,EPAS1,肾缺氧/肾纤维化中的EPAS1-HIF2α模型,机制偏弱：EPAS1可参与肾缺氧适应，但Infigratinib是FGFR TKI，HIF2直接调节证据不足且病种未到具体肾癌/纤维化亚型。,中：HRE报告和靶基因qPCR可做，但直接结合难度较高。,EPAS1-HIF2α/ARNT二聚化或HRE报告基因，辅以HIF2靶基因qPCR和蛋白稳定性实验。,HIF1A、一般低氧/蛋白稳定性、线粒体毒性、蛋白翻译抑制和细胞毒性反筛。,高,P3_review_low,review_low,保留低优先；应先证明HIF2轴直接改变而非FGFR/毒性引起低氧反应。
strict895_0470,Fentanyl Citrate,SLC6A1,GAT1相关癫痫和神经兴奋性异常模型,机制可测但临床风险过高：Fentanyl中枢强阿片效应和成瘾/呼吸抑制风险会压过GAT1假说。,高：GABA转运实验成熟；但安全窗和CNS多受体混杂很差。,GAT1过表达细胞GABA摄取实验或电生理转运电流，空载体和tiagabine阳性对照。,SLC6A11/12/13、SERT/DAT/NET，膜扰动、P-gp外排、神经毒性和底物干扰反筛。,高,P4_deprioritize,deprioritize,即使体外阳性也难作为可开发老药新用，建议降级。
strict895_0471,Ribociclib Succinate,SLC29A1,ENT1/腺苷转运相关心肌缺血再灌注、扩张型心肌病和动脉粥样硬化模型,机制中等偏弱：ENT1与腺苷心血管保护相关，但Ribociclib为抗肿瘤CDK抑制剂，心血管应用安全窗存疑。,中：核苷转运实验可做；细胞层面需排除CDK抑制和细胞周期毒性。,ENT1过表达细胞腺苷/核苷摄取实验，LC-MS或放射性底物，NBMPR阳性对照。,ENT2/3/4、CNT转运体，腺苷受体信号、P-gp/BCRP和核苷底物干扰反筛。,高,P3_review_low,review_low,疾病方向可具体化，但药物属性不利于CV repurposing。
strict895_0472,Abiraterone Acetate,NOX4,NOX4驱动动脉粥样硬化、心肌肥厚和心脏/血管纤维化模型,机制较强：NOX4氧化应激与心血管重塑直接相关，Abiraterone预测分数高且本地未报道，值得作为非肿瘤方向探索。,高：NOX4 ROS/酶活和细胞氧化应激readout可行；必须排除甾体内分泌和红氧假阳性。,NOX4过表达细胞或膜组分ROS/NADPH氧化酶活性，区分H2O2生成和细胞内氧化应激。,NOX1/2/5、DUOX、线粒体ROS、抗氧化/荧光淬灭、红氧循环和细胞毒性反筛。,中,P1_keep_high,keep_high,高优先但需严格红氧反筛；若NOX4选择性成立，疾病定位清晰。
strict895_0473,Selinexor,FLT3,FLT3依赖AML、CLL/CML白血病模型,机制中等：FLT3白血病病种非常具体，Selinexor同为血液肿瘤药，可能存在可验证联合/重定位；但同方向novelty中等偏低。,高：FLT3 kinase和pSTAT5 readout成熟；需与XPO1抑制的细胞毒性分离。,FLT3 WT/ITD激酶IC50和AML细胞pFLT3/pSTAT5下降，结合CETSA/NanoBRET。,KIT、PDGFR、VEGFR、JAK和广谱kinase panel，AML细胞毒性与XPO1效应反筛。,中,P2_keep_medium,keep_medium,可保留为血液肿瘤二线候选，不作为最高优先。
strict895_0474,Acyclovir,WEE1,WEE1依赖DNA损伤反应肿瘤，尤其p53缺陷尿路上皮癌/黑色素瘤模型,机制中等偏弱：WEE1是清晰肿瘤靶点，但Acyclovir与激酶/DNA损伤轴缺少先验，ConPLEx较低。,中高：WEE1 kinase和pCDK1 readout可行；需排除核苷类似物相关DNA应激。,WEE1激酶IC50，细胞用pCDK1-Y15下降、DNA损伤标志和CETSA验证。,MYT1、CHK1/2、CDK/ATR和广谱kinase panel，DNA损伤非特异毒性反筛。,中,P3_review_low,review_low,可小规模验证；无细胞活性不强则不进入细胞。
strict895_0475,Rolapitant Hydrochloride,HCN4,HCN4相关窦房结功能异常、心动过缓和传导异常模型,机制偏弱：HCN4是明确心律靶点，但Rolapitant用于该方向治疗性窗口不清，更多是安全性通道信号。,中：HCN4膜片钳可行但成本较高；需心肌MEA确认。,HCN4稳定细胞自动膜片钳测If电流、cAMP敏感性和电压依赖激活曲线。,HCN1/2、hERG、Nav/Cav/Kv通道panel，膜扰动和心肌MEA安全性反筛。,高,P3_review_low,review_low,建议作为心脏离子通道off-target反筛，不作为优先治疗候选。
strict895_0476,Palbociclib,DNMT3A,DNMT3A突变/甲基化异常AML和结直肠癌模型,机制中等：DNMT3A病种具体且表观遗传readout清楚；Palbociclib同为肿瘤药，细胞周期效应会混杂。,高：DNMT3A酶活和甲基化readout可行；需在非CDK毒性浓度下证明直接作用。,DNMT3A甲基转移酶活性、SAM竞争和底物甲基化LC-MS/ELISA；细胞看DNA甲基化标志。,DNMT1/3B、EZH2/HDAC等表观遗传panel，DNA结合、SAM竞争、细胞周期毒性反筛。,中,P2_keep_medium,keep_medium,保留为二线表观遗传候选，先做无细胞酶活和DNMT选择性。
strict895_0477,Bosutinib Monohydrate,PDGFRB,PDGFRB驱动肉瘤/GIST样模型、白血病和肿瘤血管间质模型,机制合理但novelty低：Bosutinib为多靶点TKI，PDGFRB同家族同方向，很可能是已知或近邻激酶谱。,高：assay成熟；但需要与ABL/SRC主药理和广谱TKI效应分开。,PDGFRB激酶IC50/Kd，细胞用PDGF诱导pPDGFRB、pERK/pAKT和CETSA/NanoBRET验证。,PDGFRA、KIT、VEGFR、ABL/SRC等kinase panel，细胞增殖毒性和抗血管生成共通效应反筛。,高,P3_review_low,review_low,适合作kinase panel确认，不建议作为新用途优先项。
strict895_0478,Netupitant,PIK3CA,PIK3CA/PI3Kα相关心肌肥厚和血管平滑肌重塑模型,机制偏弱：PI3Kα参与心血管重塑，但Netupitant缺少相关先验，rank67且疾病方向宽泛。,高：PI3Kα酶活和pAKT readout可行；需排除NK1/外排和细胞毒性。,PI3Kα脂质激酶活性IC50和细胞pAKT下降，必要时做突变体/WT比较。,PI3Kβ/δ/γ、mTOR、AKT和广谱kinase panel，代谢/心肌毒性反筛。,高,P3_review_low,review_low,低优先；仅当PI3Kα无细胞活性强且选择性好才考虑。
strict895_0479,Dexamethasone,RARG,RARγ介导银屑病、痤疮和角质形成细胞分化异常模型,机制偏弱：RARG与皮肤分化相关，但Dexamethasone皮肤抗炎为已知同方向，GR效应会强烈混杂。,中高：RARγ结合/报告可行；需核受体panel确认选择性。,RARγ配体结合TR-FRET/DSF和RARE-luciferase报告基因，角质形成细胞分化readout作功能验证。,RARA/RARB、RXR、GR/MR/PR等核受体panel，糖皮质激素转录效应和细胞毒性反筛。,高,P3_review_low,review_low,不优先；若验证，应先做RARγ直接结合并排除GR。
strict895_0480,Alpelisib,SLC6A4,SLC6A4高表达肺鳞癌/神经内分泌肺癌模型,机制偏弱：Alpelisib本身肿瘤PI3K抑制效应很强，SERT在肿瘤中的因果性不足，归因风险高。,高：SERT摄取可测；需在不抑制PI3K的浓度下看到SERT engagement。,SERT过表达细胞5-HT摄取/外排实验，优先LC-MS或放射性底物，空载体和已知SERT抑制剂作对照。,DAT/NET/GAT同家族转运体，P-gp/BCRP外排，底物荧光/放射性干扰和细胞毒性反筛。,高,P3_review_low,review_low,同方向肿瘤和主靶点混杂明显，建议低优先。
strict895_0481,Tecovirimat,PTPN11,SHP2/PTPN11依赖RAS-MAPK实体瘤、AML和肺癌模型,机制较强：PTPN11/SHP2是明确RAS-MAPK肿瘤节点，Tecovirimat无同方向药理，具备较好新颖性和可实验性。,高：SHP2结合/磷酸酶和pERK/pSTAT细胞readout可行；需排除红氧/聚集体。,SHP2磷酸酶/变构结合实验，细胞用RTK刺激pERK/pSTAT下降和CETSA验证。,PTPN1/PTPN6/PTPRB等PTP panel，氧化还原抑制、金属螯合、聚集体和细胞毒性反筛。,低,P1_keep_high,keep_high,建议优先验证，若SHP2变构/催化抑制成立，可进入RAS依赖肿瘤细胞模型。
strict895_0482,Abacavir Sulfate,KEAP1,KEAP1-NRF2异常肺癌耐药和氧化应激依赖肿瘤模型,机制中等：KEAP1病种定位清楚，Abacavir为抗病毒药有新颖性；但ConPLEx较低且KEAP1 assay假阳性多。,中：结合和NRF2报告可做；需红氧/共价/细胞毒性多重反筛。,KEAP1-Kelch/NRF2肽段AlphaScreen/SPR或DSF，细胞NQO1/HO-1报告基因作为功能验证。,共价/氧化还原活性、GSH消耗、ARE非特异激活、细胞毒性和蛋白聚集反筛。,中,P2_keep_medium,keep_medium,可保留低成本生化筛，阳性需正交验证。
