drug_id,name,smiles,native_feature_index,gene_symbol,drug_to_target_logit,target_to_drug_logit,rank_720,evidence
AHOUBRCZNHFOSL-YOEHRIQHSA-N,paroxetine,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,229620,SLC8A1,-2.6196601,-2.6136997,11,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
BMGQWWVMWDBQGC-IIFHNQTCSA-N,midostaurin,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,121491,SLC8A1,-6.6477404,-2.635476,12,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
DWRIJNIPBUFCQS-DQEYMECFSA-N,elinzanetant,Cc1cc(F)ccc1-c1cc(N2C[C@H]3COCCN3C[C@H]2CO)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,186997,SLC8A1,-2.6191235,-2.7055504,13,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
ZBBHBTPTTSWHBA-UHFFFAOYSA-N,nicardipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,110303,SLC8A1,-3.0310113,-2.9824567,14,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
IDUYJRXRDSPPRC-NRFANRHFSA-N,oteseconazole,O[C@@](Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(-c2ccc(OCC(F)(F)F)cc2)cn1,304487,SLC8A1,-3.1101363,-3.2301397,15,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
KPBZROQVTHLCDU-UHFFFAOYSA-N,clevidipine,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,52757,SLC8A1,-3.3962226,-3.3409278,16,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
RDOIQAHITMMDAJ-UHFFFAOYSA-N,loperamide,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,88026,SLC8A1,-3.653828,-3.3659785,17,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
SECKRCOLJRRGGV-UHFFFAOYSA-N,vardenafil,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,61985,SLC8A1,-3.5814981,-3.37525,18,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
KKGQTZUTZRNORY-UHFFFAOYSA-N,fingolimod,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,55053,SLC8A1,-3.4600139,-3.4750967,19,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
HTIQEAQVCYTUBX-UHFFFAOYSA-N,amlodipine,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,68470,SLC8A1,-3.65887,-3.4795165,20,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
HTIQEAQVCYTUBX-KRWDZBQOSA-N,levamlodipine,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)[C@@H]1c1ccccc1Cl,68471,SLC8A1,-3.7967823,-3.5542557,21,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
GJPICJJJRGTNOD-UHFFFAOYSA-N,bosentan,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,156338,SLC8A1,-3.5834076,-3.5559535,22,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
MDSQOJYHHZBZKA-GBXCKJPGSA-N,telotristat etiprate,CCOC(=O)[C@@H](N)Cc1ccc(-c2cc(O[C@H](c3ccc(Cl)cc3-n3ccc(C)n3)C(F)(F)F)nc(N)n2)cc1,69919,SLC8A1,-3.6162157,-3.7085662,23,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
LRFKWQGGENFBFO-IBGZPJMESA-N,fingolimod,CCCCCCCCc1ccc(CC[C@](N)(CO)COP(=O)(O)O)cc1,55060,SLC8A1,-3.6232576,-3.717625,24,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
PDWUPXJEEYOOTR-UHFFFAOYSA-N,3-iodobenzylguanidine,N=C(N)NCc1cccc(I)c1,240082,SLC8A1,-3.688714,-3.7565072,25,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
PUKBOVABABRILL-YZNIXAGQSA-N,avacopan,Cc1ccc(NC(=O)[C@H]2CCCN(C(=O)c3c(C)cccc3F)[C@H]2c2ccc(NC3CCCC3)cc2)cc1C(F)(F)F,197325,SLC8A1,-3.627617,-3.7606537,26,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
DOMXUEMWDBAQBQ-WEVVVXLNSA-N,terbinafine,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,92960,SLC8A1,-3.7512734,-3.7804444,27,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
WAEXFXRVDQXREF-UHFFFAOYSA-N,vorinostat,O=C(CCCCCCC(=O)Nc1ccccc1)NO,263130,SLC8A1,-4.4231334,-3.7937047,28,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
WAXQNWCZJDTGBU-UHFFFAOYSA-N,fosnetupitant;netupitant,Cc1ccccc1-c1cc(N2CCN(C)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,204426,SLC8A1,-3.7552767,-3.8387702,29,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
PJMPHNIQZUBGLI-UHFFFAOYSA-N,fentanyl,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,49368,SLC8A1,-3.9042103,-3.9783826,30,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
XXSMGPRMXLTPCZ-UHFFFAOYSA-N,hydroxychloroquine,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,64656,SLC8A1,-4.020263,-4.0319433,31,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
KPWSJANDNDDRMB-QAQDUYKDSA-N,cariprazine,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,88340,SLC8A1,-4.0873446,-4.1112313,32,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
RTHCYVBBDHJXIQ-UHFFFAOYSA-N,fluoxetine,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,106466,SLC8A1,-4.0239396,-4.1472516,33,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
HPNSFSBZBAHARI-RUDMXATFSA-N,mycophenolate mofetil,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,122411,SLC8A1,-4.0646276,-4.1688995,34,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
UJVDJAPJQWZRFR-DHIUTWEWSA-N,macimorelin,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)NC=O,26477,SLC8A1,-4.3810587,-4.353532,35,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
RZEKVGVHFLEQIL-UHFFFAOYSA-N,celecoxib,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,192052,SLC8A1,-4.3530564,-4.393015,36,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
AILRADAXUVEEIR-UHFFFAOYSA-N,brigatinib,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,128985,SLC8A1,-5.2420173,-4.416973,37,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
UIAGMCDKSXEBJQ-UHFFFAOYSA-N,nimodipine,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,118121,SLC8A1,-4.566456,-4.432626,38,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
AOMXMOCNKJTRQP-UHFFFAOYSA-N,relugolix,CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1,121069,SLC8A1,-4.311072,-4.4728646,39,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
MEZLKOACVSPNER-GFCCVEGCSA-N,selegiline,C#CCN(C)[C@H](C)Cc1ccccc1,730,SLC8A1,-4.3197236,-4.4831104,40,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
FWYSMLBETOMXAG-QHCPKHFHSA-N,letermovir,COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@H](CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1,153421,SLC8A1,-4.3358183,-4.5388722,41,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
NCLGDOBQAWBXRA-PGRDOPGGSA-N,telotristat etiprate,Cc1ccn(-c2cc(Cl)ccc2[C@@H](Oc2cc(-c3ccc(C[C@H](N)C(=O)O)cc3)nc(N)n2)C(F)(F)F)n1,205608,SLC8A1,-4.4916754,-4.689742,42,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
VJJPUSNTGOMMGY-MRVIYFEKSA-N,etoposide,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,132704,SLC8A1,-4.9327693,-4.80082,43,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
IAKHMKGGTNLKSZ-INIZCTEOSA-N,colchicine,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,134420,SLC8A1,-4.847436,-4.802783,44,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
YQNQNVDNTFHQSW-UHFFFAOYSA-N,nitazoxanide,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,19616,SLC8A1,-4.9521265,-4.941108,45,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
BNRNXUUZRGQAQC-UHFFFAOYSA-N,sildenafil,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,62138,SLC8A1,-5.186596,-4.988475,46,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
LMMJFBMMJUMSJS-UHFFFAOYSA-N,avutometinib,CNS(=O)(=O)Nc1nccc(Cc2c(C)c3ccc(Oc4ncccn4)cc3oc2=O)c1F,107679,SLC8A1,-5.3043537,-5.0059786,47,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
MBBCVAKAJPKAKM-UHFFFAOYSA-N,lomitapide,O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,268912,SLC8A1,-4.717081,-5.0460515,48,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
FYDWDCIFZSGNBU-UHFFFAOYSA-N,revefenacin,CN(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)C(=O)c1ccc(CN2CCC(C(N)=O)CC2)cc1,93523,SLC8A1,-4.7742696,-5.0546193,49,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
JFOZKMSJYSPYLN-QHCPKHFHSA-N,lifitegrast,CS(=O)(=O)c1cccc(C[C@H](NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)O)c1,163468,SLC8A1,-4.7886977,-5.079115,50,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
VSWBSWWIRNCQIJ-HUUCEWRRSA-N,asenapine,CN1C[C@@H]2c3ccccc3Oc3ccc(Cl)cc3[C@H]2C1,101860,SLC8A1,-5.1239934,-5.085626,51,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
BSYNRYMUTXBXSQ-UHFFFAOYSA-N,aspirin,CC(=O)Oc1ccccc1C(=O)O,19617,SLC8A1,-5.0434833,-5.175592,52,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
WOXKDUGGOYFFRN-IIBYNOLFSA-N,tadalafil,CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,97020,SLC8A1,-5.2875443,-5.194938,53,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
QXWZQTURMXZVHJ-UHFFFAOYSA-N,selexipag,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,32697,SLC8A1,-5.131843,-5.3184557,54,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
DYKFCLLONBREIL-KVUCHLLUSA-N,minocycline,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,92574,SLC8A1,-5.2404313,-5.3205385,55,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
NBRBXGKOEOGLOI-UHFFFAOYSA-N,dasabuvir,COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,122249,SLC8A1,-5.4316807,-5.3373365,56,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
JDUBGYFRJFOXQC-KRWDZBQOSA-N,capivasertib,NC1(C(=O)N[C@@H](CCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,245647,SLC8A1,-5.1639333,-5.357018,57,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
GHILNKWBALQPDP-UHFFFAOYSA-N,paltusotine,N#Cc1cccc(-c2ccc3ncc(-c4cc(F)cc(F)c4)c(N4CCC(N)CC4)c3c2)c1O,237681,SLC8A1,-5.170901,-5.368984,58,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
BARDROPHSZEBKC-OITMNORJSA-N,fosaprepitant,C[C@@H](O[C@H]1OCCN(Cc2nn(P(=O)(O)O)c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,166730,SLC8A1,-4.8818197,-5.428039,59,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
DYLUUSLLRIQKOE-UHFFFAOYSA-N,enasidenib,CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,26994,SLC8A1,-5.3576927,-5.4455094,60,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
WVLHHLRVNDMIAR-IBGZPJMESA-N,mavorixafor,NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21,247158,SLC8A1,-5.135519,-5.4557796,61,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
LCQLHJZYVOQKHU-VKHMYHEASA-N,carglumic acid,NC(=O)N[C@@H](CCC(=O)O)C(=O)O,241699,SLC8A1,-5.0314493,-5.482175,62,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
FIVSJYGQAIEMOC-ZGNKEGEESA-N,rolapitant,C[C@@H](OC[C@@]1(c2ccccc2)CC[C@]2(CCC(=O)N2)CN1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,166664,SLC8A1,-5.394985,-5.5079546,63,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
OUBCNLGXQFSTLU-UHFFFAOYSA-N,nitisinone,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],290471,SLC8A1,-5.502495,-5.5141063,64,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
WYWIFABBXFUGLM-UHFFFAOYSA-N,oxymetazoline,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,184549,SLC8A1,-5.1669846,-5.517132,65,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
VPMRSLWWUXNYRY-PJCFOSJUSA-N,benzhydrocodone,COc1ccc2c3c1O[C@H]1C(OC(=O)c4ccccc4)=CC[C@H]4[C@@H](C2)N(C)CC[C@]314,150303,SLC8A1,-5.6695375,-5.5501356,66,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
PRMWGUBFXWROHD-UHFFFAOYSA-N,perampanel,N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O,238174,SLC8A1,-5.309048,-5.5829225,67,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
WRFHGDPIDHPWIQ-UHFFFAOYSA-N,sparsentan,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2S(=O)(=O)Nc2noc(C)c2C)c(COCC)c1,53705,SLC8A1,-5.2829967,-5.610403,68,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
JWHYSEDOYMYMNM-QGZVFWFLSA-N,seladelpar,CCO[C@H](COc1ccc(C(F)(F)F)cc1)CSc1ccc(OCC(=O)O)c(C)c1,72354,SLC8A1,-5.213192,-5.630954,69,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
XAYGBKHKBBXDAK-UHFFFAOYSA-N,mitapivat,O=C(c1ccc(NS(=O)(=O)c2cccc3cccnc23)cc1)N1CCN(CC2CC2)CC1,287861,SLC8A1,-5.461682,-5.637267,70,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
IQVRBWUUXZMOPW-PKNBQFBNSA-N,istradefylline,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,85375,SLC8A1,-5.517901,-5.6426435,71,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
SFNSLLSYNZWZQG-VQIMIIECSA-N,glasdegib,CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1,101335,SLC8A1,-5.414831,-5.666017,72,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
XIQVNETUBQGFHX-UHFFFAOYSA-N,oxybutynin,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,63327,SLC8A1,-5.069346,-5.673761,73,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
XMAYWYJOQHXEEK-ZEQKJWHPSA-N,ketoconazole,CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,15628,SLC8A1,-5.231916,-5.6779704,74,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
MJUVRTYWUMPBTR-MRXNPFEDSA-N,tezacaftor,CC(C)(CO)c1cc2cc(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c(F)cc2n1C[C@@H](O)CO,26238,SLC8A1,-5.3733053,-5.6987815,75,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
OZOMQRBLCMDCEG-VIZOYTHASA-N,dantrolene,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,291001,SLC8A1,-5.4885893,-5.7050304,76,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
CSOBIBXVIYAXFM-BYNJWEBRSA-N,ensifentrine,COc1cc2c(cc1OC)-c1c/c(=N\c3c(C)cc(C)cc3C)n(CCNC(N)=O)c(=O)n1CC2,134700,SLC8A1,-5.365821,-5.71619,77,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
GYQYAJJFPNQOOW-UHFFFAOYSA-N,gilteritinib,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,82459,SLC8A1,-7.715877,-5.7277365,78,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
QTWZICCBKBYHDM-UHFFFAOYSA-N,methylene blue,CN(C)c1ccc2c(c1)Sc1cc(N(C)C)ccc1N2,92648,SLC8A1,-5.628881,-5.754915,79,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
GNXFOGHNGIVQEH-UHFFFAOYSA-N,methocarbamol,COc1ccccc1OCC(O)COC(N)=O,156316,SLC8A1,-5.4296026,-5.77099,80,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
FJZZPCZKBUKGGU-AUSIDOKSSA-N,eliglustat,CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2,54066,SLC8A1,-5.106553,-5.796417,81,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
LUZRJRNZXALNLM-JGRZULCMSA-N,dihydroergotamine,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,101888,SLC8A1,-5.419503,-5.8555174,82,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
XTNGUQKDFGDXSJ-ZXGKGEBGSA-N,canagliflozin,Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1,199836,SLC8A1,-5.6753936,-5.8630805,83,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
MVRHVFSOIWFBTE-INIZCTEOSA-N,elexacaftor,Cc1nn(C)cc1S(=O)(=O)NC(=O)c1ccc(-n2ccc(OCC(C)(C)C(F)(F)F)n2)nc1N1C[C@@H](C)CC1(C)C,215213,SLC8A1,-5.2697253,-5.925783,84,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
HEAUOKZIVMZVQL-VWLOTQADSA-N,elagolix,COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)O)c3ccccc3)c2=O)c1F,151279,SLC8A1,-5.5383215,-6.0120487,85,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
PEMUGDMSUDYLHU-ZEQRLZLVSA-N,adagrasib,C=C(F)C(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N,3977,SLC8A1,-5.573518,-6.0170884,86,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
IYIKLHRQXLHMJQ-UHFFFAOYSA-N,amiodarone,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,58530,SLC8A1,-5.67976,-6.085766,87,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
SUJUHGSWHZTSEU-FYBSXPHGSA-N,tipranavir,CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,60824,SLC8A1,-5.960649,-6.138017,88,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
LEBVLXFERQHONN-UHFFFAOYSA-N,bupivacaine,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,56498,SLC8A1,-5.8880353,-6.143051,89,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
SGUAFYQXFOLMHL-UHFFFAOYSA-N,labetalol,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,39977,SLC8A1,-5.610569,-6.1892095,90,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
DJXRIQMCROIRCZ-XOEOCAAJSA-N,vibegron,O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)[C@@H]1CCc2nccc(=O)n21,277588,SLC8A1,-5.7775335,-6.2086344,91,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
RTGDFNSFWBGLEC-SYZQJQIISA-N,mycophenolate mofetil,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,122412,SLC8A1,-5.793724,-6.236781,92,UNVALIDATED_COLD_TARGET_MODEL_HYPOTHESIS
